CGA ,Série ,RGN ,RGD ,Genotipado ,IGe,ACC_IGe,DIPP,ACC_DIPP,DPE365,ACC_DPE365,DPE450,ACC_DPE450,DPN,ACC_DPN,MP120,ACC_MP120,MP210,ACC_MP210,DP120,ACC_DP120,DP210,ACC_DP210,DP365,ACC_DP365,DP450,ACC_DP450,DPAC,ACC_DPAC
1967353,AGMI,D6020,,,"4,36",22,"-0,07",14,"0,12",20,"0,00",20,"-0,20",35,"0,02",19,"0,22",19,"2,38",25,"3,36",26,"4,39",31,"3,31",33,"1,73",11
2211004,AGMI,D9244,,,"4,36",26,"-0,56",14,"0,10",24,"0,35",28,"-0,26",45,"-0,63",23,"-0,70",23,"1,23",29,"1,98",31,"-0,62",38,"-0,37",41,"3,35",15
2632764,AGMI,E3549,,,"4,36",21,"-0,39",10,"-0,15",17,"-0,11",17,"0,38",35,"0,29",14,"0,52",14,"-0,89",24,"-0,49",25,"4,56",31,"4,50",33,"3,92",7
2802379,AGMI,E4462,,,"4,36",22,"-0,18",11,"0,13",16,"0,45",18,"-0,46",42,"0,74",19,"0,91",19,"0,18",26,"0,08",28,"-2,58",34,"1,01",32,"1,48",12
2921782,AGMI,E7488,,,"4,36",11,"-0,06",3,"-0,06",5,"-0,13",5,"0,84",29,"0,40",8,"0,48",8,"1,59",15,"2,23",15,"1,86",22,"3,75",24,"0,69",3
169029,AGMI,B4085,,,"4,36",12,"-0,02",7,"0,02",4,"-0,04",4,"0,34",8,"0,58",5,"0,90",5,"1,53",13,"2,07",14,"6,21",19,"7,56",22,"-0,54",7
1000159,AGMI,C4918,,,"4,36",10,"-0,36",7,"0,38",7,"0,46",7,"-0,31",28,"1,32",6,"1,84",6,"0,22",15,"0,41",16,"4,04",15,"1,66",15,"2,35",7
1969804,AGMI,D5558,,,"4,36",8,"-0,05",1,"0,14",1,"0,14",1,"1,04",24,"0,65",1,"0,88",1,"2,63",11,"4,12",12,"10,53",17,"7,91",20,,0
1969606,AGMI,D6144,,,"4,36",4,"-0,21",2,"0,47",4,"0,73",6,"-0,30",9,"0,71",4,"1,01",4,"0,78",5,"1,13",6,"2,79",6,"4,44",6,"1,88",3
2386690,AGMI,E1397,,,"4,36",4,"-0,21",2,"0,47",4,"0,73",6,"-1,67",27,"0,71",4,"1,01",4,"0,78",5,"1,13",6,"2,79",6,"4,44",6,"1,88",3
2804939,AGMI,E5374,,,"4,36",4,"-0,21",2,"0,47",4,"0,73",6,"-1,35",27,"0,71",4,"1,01",4,"0,78",5,"1,13",6,"2,79",6,"4,44",6,"1,88",3
3057239,AGMI,E8207,,,"4,36",8,"-0,44",5,"-0,05",25,"0,32",9,"-0,19",28,"1,01",8,"1,31",8,"-0,23",10,"-0,12",10,"-3,12",21,"1,38",12,"3,97",6
3085333,AGMI,E8731,,,"4,36",5,"-0,38",3,"0,01",4,"-0,09",4,"-0,96",26,"0,48",3,"0,62",3,"1,18",6,"2,26",7,"4,40",8,"4,96",8,"1,94",2
1563214,AGMI,D2503,,,"4,35",16,"-0,27",9,"-0,09",15,"-0,10",13,"1,20",32,"-0,64",13,"-0,73",13,"-0,64",22,"-0,57",23,"2,25",24,"1,28",24,"2,24",10
1967583,AGMI,D6259,,,"4,35",17,"-0,21",11,"0,06",16,"0,11",16,"0,55",22,"0,83",16,"1,23",16,"1,44",23,"1,93",25,"3,34",26,"3,46",26,"4,95",11
2210468,AGMI,D8487,,,"4,35",13,"-0,26",7,"0,11",12,"0,18",12,"-0,82",30,"0,62",10,"0,85",10,"0,62",19,"0,99",20,"0,14",22,"0,20",22,"1,90",7
2921636,AGMI,E6362,,,"4,35",4,"-0,08",2,"0,32",4,"0,47",4,"0,00",28,"2,61",5,"3,57",5,"0,97",5,"1,36",6,"9,21",7,"8,76",8,"1,68",2
4230601,AGMI,F8760,,,"4,35",15,"-0,59",8,"0,07",15,"0,19",15,"0,16",34,"0,31",11,"0,50",11,"-0,80",22,"-1,11",23,"-2,55",23,"-1,96",24,"2,65",7
1737490,AGMI,D3923,,,"4,35",35,"-0,68",16,"0,62",45,"0,52",48,"0,50",42,"2,35",23,"3,25",23,"-1,85",47,"-2,45",50,"4,17",58,"0,37",58,"1,13",17
2386429,AGMI,E677,,,"4,35",16,"-0,20",9,"0,46",12,"0,13",17,"0,41",33,"1,25",17,"1,70",17,"3,49",21,"5,30",22,"-0,01",29,"1,33",32,"1,67",10
318363,AGMI,B5424,B5424,,"4,35",18,"-0,05",11,"0,25",12,"0,31",10,"0,25",34,"0,88",14,"1,38",14,"2,56",19,"4,14",20,"7,41",25,"8,20",27,"0,42",8
790150,AGMI,C1585,C1585,,"4,35",25,"-0,22",18,"-0,03",18,"-0,12",18,"0,13",36,"1,81",23,"2,18",23,"1,30",26,"1,68",28,"3,64",32,"1,10",34,"0,11",19
1439789,AGMI,C8512,,,"4,35",17,"-0,57",11,"0,13",15,"-0,14",16,"0,28",33,"1,30",12,"1,61",12,"0,82",20,"2,04",21,"3,87",21,"2,44",22,"2,84",7
1967051,AGMI,D5437,,,"4,35",23,"-0,34",14,"0,27",18,"0,53",18,"-0,33",37,"-0,37",19,"-0,29",19,"1,27",25,"2,52",26,"3,35",31,"1,68",34,"4,12",12
2211135,AGMI,D9355,,,"4,35",20,"-0,46",10,"-0,30",16,"-0,39",17,"0,02",35,"0,56",13,"0,73",13,"1,14",22,"1,34",23,"3,79",28,"2,79",31,"2,62",7
5074670,AGMI,G2941,,,"4,35",10,"-0,10",1,"0,08",6,"-0,06",6,"0,12",27,"0,97",5,"1,39",5,"1,20",14,"1,86",15,"3,99",21,"5,95",23,"0,77",2
5366795,AGMI,G5072,,,"4,35",7,"-0,27",3,"0,01",4,"-0,06",4,"0,19",27,"0,68",3,"0,95",3,"2,07",12,"3,25",11,"2,50",13,"2,34",14,"2,67",1
2368105,AGMI,E266,,,"4,35",22,"-0,28",10,"-0,28",19,"-0,44",19,"0,74",31,"-0,57",17,"-0,88",17,"2,62",24,"2,87",26,"3,89",33,"1,38",36,"3,09",7
2632542,AGMI,E3210,,,"4,34",19,"-0,25",10,"0,25",10,"0,56",10,"-0,28",33,"1,40",12,"1,73",12,"1,41",21,"2,47",22,"5,92",29,"6,18",31,"0,65",6
4794576,AGMI,G1835,,,"4,34",12,"-0,39",7,"0,05",5,"0,14",5,"0,08",30,"0,13",9,"0,27",9,"1,57",15,"2,74",16,"-1,64",21,"-1,31",24,"2,17",3
152601,AGMI,B1067,,,"4,34",6,"0,01",4,"0,12",3,"-0,06",3,"0,14",3,"0,00",4,"0,07",3,"2,45",11,"3,76",10,"3,96",11,"4,55",11,"0,62",2
162036,AGMI,B2848,,,"4,34",10,"0,09",4,"-0,29",23,"-0,38",28,"0,31",4,"-0,32",5,"-0,31",5,"2,82",11,"4,84",13,"-3,26",19,"2,51",21,"0,33",4
131275,AGMI,7439,7439,,"4,34",27,"0,35",20,"0,18",25,"-0,16",26,"0,21",41,"0,01",30,"-0,22",30,"1,48",30,"2,15",32,"-2,50",35,"-2,47",36,"4,63",19
1224190,AGMI,C8072,,,"4,34",21,"-0,46",13,"0,79",20,"1,28",21,"0,24",39,"1,27",21,"1,63",21,"-2,39",25,"-4,20",26,"0,93",29,"-0,17",29,"4,45",13
149885,AGMI,B274,,,"4,34",18,"-0,18",16,"0,31",16,"0,37",16,"0,45",24,"1,69",21,"2,46",21,"0,58",19,"0,64",19,"3,95",21,"2,85",22,"1,39",11
152016,AGMI,B956,,,"4,34",4,"-0,49",5,"0,16",1,"0,16",1,"0,01",5,"0,73",1,"0,97",1,"2,82",9,"4,18",8,"6,52",9,"7,54",8,,0
1737528,AGMI,D3403,,,"4,34",17,"-0,20",12,"0,32",20,"0,61",22,"-0,72",36,"3,15",16,"4,32",15,"-1,33",16,"-1,68",17,"4,52",30,"7,94",23,"1,75",8
2211249,AGMI,D9508,,,"4,34",23,"-0,34",13,"0,27",19,"0,52",19,"1,12",36,"1,16",18,"1,73",18,"0,52",25,"0,38",27,"2,52",32,"2,75",34,"1,34",10
318956,AGMI,B6150,,,"4,34",12,"-0,18",7,"0,58",28,"0,24",8,"0,87",31,"0,41",11,"0,73",11,"1,89",19,"2,97",20,"2,47",24,"5,15",18,"1,45",7
469622,AGMI,B7071,,,"4,34",6,"-0,17",4,"0,05",2,"0,11",1,"0,28",24,"0,34",2,"0,45",2,"1,06",10,"1,70",11,"1,54",9,"5,33",12,"1,86",3
469999,AGMI,B7857,,,"4,34",6,"-0,24",4,"0,15",2,"0,25",2,"-0,69",25,"0,32",3,"0,37",3,"2,02",11,"3,26",12,"3,16",10,"2,68",10,"2,73",4
1562982,AGMI,D2289,,,"4,34",11,"-0,13",7,"0,11",10,"0,04",10,"0,25",16,"0,22",11,"0,23",11,"2,17",15,"2,53",15,"2,31",17,"3,48",18,"0,49",7
1737255,AGMI,D2716,,,"4,34",5,"-0,36",3,"0,29",5,"0,36",5,"0,14",8,"0,96",4,"1,22",4,"0,75",6,"1,43",6,"-0,16",16,"3,93",6,"2,03",3
2210592,AGMI,D8738,,,"4,34",12,"-0,33",5,"0,19",4,"0,28",4,"1,00",11,"1,22",4,"1,67",4,"1,75",14,"2,79",15,"5,00",20,"3,69",23,"2,26",4
2632322,AGMI,E2572,,,"4,34",17,"-0,07",7,"-0,05",15,"-0,07",16,"-0,61",35,"2,81",12,"3,88",12,"-0,57",22,"-0,70",23,"0,00",29,"-0,16",31,"6,38",7
2921424,AGMI,E5902,,,"4,34",5,"-0,32",3,"-0,11",6,"-0,02",6,"0,05",28,"0,74",5,"1,11",5,"1,52",6,"2,41",6,"3,82",8,"3,01",8,"1,31",3
4528205,AGMI,G383,,,"4,34",8,"0,05",3,"0,30",6,"0,12",6,"2,18",27,"2,07",4,"2,82",4,"-0,05",12,"0,65",12,"0,62",14,"3,11",14,"2,96",3
4794813,AGMI,G2133,,,"4,34",13,"-0,20",5,"0,30",12,"0,56",11,"1,14",30,"1,68",6,"2,35",6,"-0,26",18,"-0,39",19,"2,25",25,"1,99",29,"2,11",4
5365530,AGMI,G3917,,,"4,34",8,"-0,01",2,"-0,01",5,"-0,16",4,"0,75",27,"0,78",4,"1,09",4,"2,97",14,"4,81",15,"2,95",14,"4,56",14,"0,79",2
5365659,AGMI,G3975,,,"4,34",7,"-0,26",2,"0,15",5,"0,13",4,"-0,92",27,"0,94",2,"1,36",2,"-0,37",13,"-0,74",14,"1,39",13,"4,11",13,"2,85",1
5366312,AGMI,G4831,,,"4,34",7,"-0,17",3,"0,25",5,"0,53",5,"0,48",27,"0,83",3,"1,11",3,"0,83",12,"1,75",13,"1,50",14,"2,15",13,"1,84",2
116328,AGMI,4761,,,"4,33",14,"-0,37",11,"0,17",13,"0,12",15,"0,64",27,"3,13",22,"4,15",21,"1,93",18,"2,60",19,"6,35",24,"4,04",25,"3,08",12
152206,AGMI,B994,,,"4,33",14,"0,34",8,"-0,19",9,"-0,01",9,"0,50",25,"1,33",17,"1,92",17,"2,51",20,"3,79",20,"8,15",24,"8,77",25,"1,41",9
319019,AGMI,B6227,,,"4,33",19,"-0,30",12,"0,08",16,"0,23",14,"1,11",37,"1,06",17,"1,59",17,"2,03",21,"3,10",23,"4,98",29,"7,42",31,"0,87",12
1738354,AGMI,D4714,,,"4,33",17,"-0,15",11,"0,04",18,"0,10",19,"1,05",36,"0,64",18,"0,93",17,"2,20",18,"3,11",19,"-0,24",22,"2,68",23,"3,83",11
2210883,AGMI,D9026,,,"4,33",21,"-0,25",10,"-0,11",20,"-0,53",21,"-0,32",40,"1,83",17,"2,38",17,"0,75",25,"0,53",26,"2,01",33,"1,85",34,"3,33",11
123054,AGMI,5534,,,"4,33",12,"-0,04",11,"0,03",10,"-0,39",12,"0,12",14,"-1,15",13,"-1,40",13,"1,70",13,"2,70",14,"0,01",14,"0,12",14,"0,78",11
141778,AGMI,9797,,,"4,33",5,"-0,05",4,"0,27",4,"0,24",5,"0,24",6,"0,19",6,"0,38",5,"1,74",5,"2,93",5,"3,17",6,"2,92",6,"1,35",4
147121,AGMI,A390,,,"4,33",4,"0,01",4,"0,15",4,"-0,02",5,"0,22",4,"-0,08",4,"-0,03",4,"1,37",4,"2,21",4,"3,69",4,"3,91",5,"0,90",4
318327,AGMI,B5388,,,"4,33",24,"-0,39",18,"0,15",32,"-0,04",36,"-0,75",33,"1,92",21,"2,22",20,"0,56",24,"1,11",26,"2,03",29,"-1,49",32,"1,68",18
467615,AGMI,B7064,,,"4,33",19,"-0,21",11,"-0,12",31,"-0,39",35,"0,11",33,"1,80",15,"2,55",15,"1,88",21,"2,61",21,"4,78",29,"2,45",31,"3,29",10
789933,AGMI,C1070,,,"4,33",8,"-0,19",5,"-0,02",5,"0,09",5,"-0,57",26,"0,97",5,"1,31",5,"1,16",13,"2,05",14,"4,73",13,"4,08",13,"2,47",5
1440126,AGMI,C8862,,,"4,33",14,"-0,42",8,"0,60",12,"0,95",11,"-0,03",33,"0,07",10,"-0,02",10,"0,31",20,"0,11",20,"-0,24",22,"0,67",23,"3,56",7
171264,AGMI,B4681,,,"4,32",5,"0,01",3,"0,16",1,"0,15",1,"0,13",3,"0,72",1,"0,96",1,"2,79",9,"4,14",8,"6,23",9,"7,36",8,"0,23",3
171401,AGMI,B4695,,,"4,32",9,"-0,02",7,"0,26",5,"0,31",4,"-0,15",8,"1,07",5,"1,31",5,"1,17",12,"1,86",12,"4,48",13,"3,75",13,"1,88",6
790516,AGMI,C2320,,,"4,32",8,"-0,16",5,"-0,12",4,"-0,24",3,"0,90",26,"0,91",5,"1,25",5,"1,10",12,"2,11",13,"3,19",13,"2,44",13,"3,31",6
3834063,AGMI,C3782,,,"4,32",12,"-0,23",10,"-0,08",13,"0,14",13,"0,54",33,"-0,39",14,"-0,33",14,"-0,22",15,"0,59",16,"3,13",16,"1,66",17,"4,74",10
1441530,AGMI,D481,,,"4,32",17,"-0,05",11,"-0,02",17,"0,21",17,"0,20",34,"1,82",16,"2,54",16,"-0,64",23,"-0,73",24,"1,25",25,"1,03",25,"3,40",11
1738144,AGMI,D4426,,,"4,32",17,"-0,12",10,"0,09",14,"-0,09",13,"0,52",35,"0,82",15,"1,00",14,"1,42",23,"1,85",24,"0,90",25,"1,02",25,"1,99",10
1968191,AGMI,D7264,,,"4,32",17,"-0,38",10,"0,20",17,"0,52",17,"-0,42",22,"-0,01",15,"-0,13",15,"1,04",23,"1,94",23,"3,64",26,"3,76",27,"1,01",10
2210853,AGMI,D8984,,,"4,32",19,"-0,05",10,"0,17",18,"0,11",17,"0,72",34,"2,25",15,"2,98",15,"3,29",24,"3,02",25,"1,64",30,"1,08",32,"3,33",10
2632405,AGMI,E2901,,,"4,32",19,"-0,33",9,"0,14",17,"0,31",16,"0,87",34,"2,04",12,"2,78",12,"0,07",23,"0,33",24,"5,06",30,"4,81",32,"0,81",8
2804468,AGMI,E4008,,,"4,32",10,"-0,37",4,"0,16",8,"0,16",7,"1,15",28,"0,46",7,"0,65",7,"0,47",15,"0,57",16,"2,16",15,"1,47",15,"3,47",4
4794489,AGMI,G1965,,,"4,32",11,"-0,22",3,"0,27",7,"0,24",7,"0,59",28,"-0,10",6,"-0,12",6,"2,81",14,"1,71",16,"3,08",21,"2,66",24,"1,36",4
1000112,AGMI,C4805,,,"4,32",15,"0,10",9,"0,06",10,"-0,18",10,"-0,57",34,"2,16",17,"3,08",17,"1,40",20,"3,22",21,"8,49",27,"6,42",30,"1,84",10
999301,AGMI,C5666,,,"4,32",21,"-0,23",13,"-0,25",16,"-0,31",15,"-0,31",34,"-1,24",18,"-1,34",18,"1,16",23,"2,04",25,"0,92",30,"3,34",33,"-1,30",14
2210906,AGMI,D9104,,,"4,32",30,"-0,19",16,"0,32",38,"0,39",48,"0,97",23,"2,02",20,"2,84",19,"-0,27",38,"-0,68",40,"1,76",47,"1,17",49,"2,87",14
1968193,AGMI,D7262,,,"4,32",25,"-0,44",14,"0,13",25,"0,19",26,"0,13",38,"0,41",21,"0,82",21,"-0,45",27,"-1,19",28,"-0,81",33,"0,99",36,"4,06",16
5366319,AGMI,G4826,,,"4,32",7,"-0,16",2,"0,31",5,"0,48",4,"-0,73",27,"0,21",3,"0,44",3,"1,37",12,"3,11",13,"2,91",13,"2,24",13,"1,78",1
2368253,AGMI,E497,,,"4,32",24,"-0,20",12,"0,22",29,"0,22",30,"1,34",34,"-0,15",21,"-0,28",21,"2,21",27,"2,83",28,"5,70",35,"6,34",37,"2,79",13
2632236,AGMI,E2450,,,"4,32",18,"-0,52",10,"0,19",16,"0,17",17,"1,14",36,"-0,52",13,"-0,59",13,"0,14",22,"-1,98",23,"-6,56",29,"0,10",25,"3,64",7
157852,AGMI,B1362,,,"4,32",5,"-0,30",4,"0,21",5,"0,25",5,"-0,09",6,"0,92",6,"1,16",6,"0,71",5,"1,35",5,"2,91",6,"2,61",6,"2,19",5
168278,AGMI,B3765,,,"4,32",11,"-0,01",5,"0,11",24,"0,38",30,"0,58",10,"0,80",5,"1,08",5,"0,90",13,"1,37",14,"6,23",20,"8,99",22,"2,15",5
2632701,AGMI,E3387,,,"4,31",24,"-0,50",12,"0,02",23,"-0,01",28,"0,85",44,"1,87",20,"2,59",20,"-0,74",26,"-0,82",28,"0,27",35,"0,36",39,"5,21",12
158669,AGMI,B1507,B1507,,"4,31",21,"-0,04",18,"0,08",16,"0,16",15,"-0,13",27,"-2,33",25,"-2,90",25,"0,17",23,"0,19",24,"0,80",25,"2,41",25,"-0,84",18
116561,AGMI,4821,,,"4,31",19,"-0,12",16,"-0,06",14,"-0,58",17,"0,68",24,"-0,83",22,"-0,95",22,"2,08",19,"3,41",20,"0,36",22,"-1,25",24,"1,41",16
1441217,AGMI,D105,,,"4,31",21,"-0,46",13,"-0,07",20,"0,12",21,"-0,39",36,"0,16",21,"0,26",20,"1,17",25,"2,28",27,"3,71",29,"2,01",30,"2,94",15
998977,AGMI,C4347,,,"4,31",20,"-0,47",12,"0,47",14,"0,38",17,"0,59",35,"-0,86",16,"-1,04",16,"1,37",22,"1,94",24,"4,01",29,"5,65",32,"1,04",12
1000215,AGMI,C4970,,,"4,31",15,"0,00",8,"0,15",13,"-0,06",14,"0,12",29,"0,63",13,"0,78",12,"1,60",18,"3,23",19,"5,32",26,"4,00",29,"0,02",8
1967861,AGMI,D6790,,,"4,31",19,"-0,36",10,"0,11",17,"0,06",14,"0,13",34,"-0,50",14,"-0,75",14,"1,98",21,"3,17",22,"0,46",28,"6,05",30,"1,92",7
790886,AGMI,C2756,,,"4,31",7,"-0,11",4,"0,07",3,"0,10",3,"1,25",25,"0,60",3,"0,90",3,"2,02",11,"2,78",11,"3,83",12,"4,85",13,"0,33",5
2368046,AGMI,E207,,,"4,31",13,"-0,51",8,"-0,05",13,"-0,05",13,"-0,29",20,"0,87",12,"1,27",12,"1,11",16,"1,50",17,"4,51",19,"1,87",19,"0,80",8
3197972,AGMI,F1143,,,"4,31",11,"-0,22",5,"0,16",12,"-0,10",13,"-0,05",33,"2,05",8,"2,90",8,"0,47",12,"1,30",13,"6,94",17,"2,89",18,"3,58",4
5366616,AGMI,G5485,,,"4,31",4,"-0,08",3,"0,15",3,"0,24",4,"0,40",7,"0,51",2,"0,68",2,"0,52",4,"0,80",5,"5,89",6,"5,00",7,"2,01",1
5074493,AGMI,G2829,,,"4,30",11,"0,01",3,"0,08",6,"-0,02",6,"0,09",8,"0,54",5,"0,77",5,"0,48",14,"0,79",15,"5,64",21,"4,38",24,"0,64",3
5366169,AGMI,G4643,,,"4,30",8,"-0,09",2,"0,25",6,"0,18",5,"-0,41",28,"1,76",5,"2,48",5,"0,61",14,"1,17",15,"6,89",14,"4,71",14,"2,86",3
999811,AGMI,C4454,,,"4,30",16,"-0,26",7,"0,35",20,"0,41",22,"1,43",36,"2,09",17,"2,79",17,"2,08",22,"3,22",24,"7,06",30,"5,02",33,"3,33",9
790312,AGMI,C1807,C1807,,"4,30",12,"0,06",5,"-0,11",9,"-0,03",11,"0,76",37,"2,66",10,"3,54",10,"0,93",18,"1,13",19,"6,88",25,"9,93",28,"2,59",4
790520,AGMI,C2333,C2333,,"4,30",27,"-0,41",18,"-0,22",23,"0,17",24,"1,33",41,"-1,41",26,"-1,64",25,"1,04",29,"1,46",31,"0,75",37,"1,11",39,"1,82",19
2483878,AGMI,E1465,,,"4,30",21,"-0,34",14,"0,17",17,"0,28",17,"0,07",22,"-0,65",17,"-1,00",17,"1,26",24,"1,22",25,"-0,07",30,"2,07",32,"0,82",12
1204817,AGMI,C7323,,,"4,30",13,"-0,15",2,"0,09",18,"0,41",19,"0,21",30,"1,24",14,"1,78",14,"2,12",19,"3,81",21,"5,55",27,"6,90",30,"-2,13",8
2804837,AGMI,E4863,,,"4,30",10,"-0,41",7,"-0,01",10,"-0,04",12,"0,86",32,"0,15",9,"0,27",9,"1,33",16,"2,14",17,"2,48",24,"5,76",18,"1,28",4
167453,AGMI,B3359,,,"4,30",9,"-0,22",1,"0,46",23,"1,22",28,"0,12",3,"0,85",3,"1,15",3,"0,86",11,"1,37",12,"6,01",17,"8,58",20,"0,79",2
168651,AGMI,B3953,,,"4,30",5,"0,11",2,"0,14",1,"0,13",1,"-0,01",3,"0,68",1,"0,93",1,"2,92",10,"4,89",11,"5,56",9,"6,30",8,"-0,86",2
999556,AGMI,C4128,,,"4,30",10,"-0,13",5,"-0,04",3,"-0,07",3,"0,58",26,"0,10",4,"0,12",4,"0,92",12,"1,33",13,"5,71",19,"6,33",21,"1,85",6
999238,AGMI,C5492,,,"4,30",15,"0,05",9,"0,05",13,"0,09",12,"-0,20",31,"1,02",13,"1,38",12,"1,06",22,"1,24",23,"-0,78",23,"1,41",24,"0,63",9
999373,AGMI,C5911,,,"4,30",17,"-0,23",9,"-0,09",30,"0,25",15,"0,42",33,"0,63",14,"0,70",14,"1,25",21,"1,85",23,"-0,89",28,"-0,02",30,"1,65",9
1440680,AGMI,C9543,,,"4,30",13,"0,07",7,"-0,01",10,"0,07",10,"-0,17",33,"1,29",10,"1,66",10,"1,04",20,"1,81",22,"2,78",21,"1,49",21,"2,24",7
2211272,AGMI,D9450,,,"4,30",18,"-0,72",8,"0,13",17,"0,26",17,"-1,18",34,"1,38",12,"1,96",12,"-0,80",23,"-0,93",24,"-0,19",29,"2,83",31,"5,21",8
2483909,AGMI,E1466,,,"4,30",12,"-0,22",4,"0,54",6,"0,74",6,"0,60",9,"1,09",6,"1,37",6,"0,75",14,"1,29",15,"-0,34",21,"2,66",23,"1,06",4
2921196,AGMI,E7844,,,"4,30",13,"0,01",6,"0,34",13,"0,41",13,"0,19",34,"0,74",10,"0,95",10,"0,63",20,"0,88",20,"-2,80",23,"-1,18",22,"3,45",7
3663311,AGMI,F5258,,,"4,30",8,"-0,20",3,"0,00",6,"-0,02",6,"0,21",6,"0,19",5,"0,29",5,"1,95",13,"4,06",14,"2,51",14,"2,81",14,"1,64",3
4794468,AGMI,G1955,,,"4,30",11,"-0,20",3,"0,05",6,"0,02",6,"-0,23",26,"0,19",5,"0,29",5,"0,92",14,"1,57",15,"3,32",21,"5,09",24,"1,64",3
622608,AGMI,B9788,,,"4,29",9,,0,"0,23",23,"0,20",29,"0,94",25,"0,50",3,"0,68",3,"2,99",11,"4,71",12,"8,40",17,"7,15",20,,0
791305,AGMI,C1110,,,"4,29",9,"-0,12",4,"-0,01",5,"-0,02",5,"-0,37",27,"0,81",5,"1,06",5,"1,15",14,"2,10",15,"3,95",14,"3,07",14,"1,92",4
790949,AGMI,C2839,,,"4,29",14,"0,04",7,"-0,13",9,"-0,23",10,"1,36",29,"0,19",8,"0,42",8,"1,91",17,"2,39",18,"2,15",25,"1,16",27,"1,01",6
999577,AGMI,C4038,,,"4,29",6,"-0,11",4,"0,05",6,"-0,31",6,"0,66",26,"0,41",7,"0,68",7,"2,11",8,"3,47",8,"3,33",8,"3,16",8,"2,21",5
999289,AGMI,C5655,,,"4,29",14,"-0,06",11,"0,11",15,"0,21",14,"-0,38",33,"1,35",14,"1,86",14,"-1,04",16,"-1,02",17,"1,84",18,"2,20",18,"1,22",10
1967912,AGMI,D6814,,,"4,29",18,"-0,25",9,"0,18",14,"0,29",13,"-0,01",34,"0,66",14,"0,96",13,"2,58",22,"4,37",24,"-4,04",29,"-1,03",31,"1,33",9
4794383,AGMI,G1905,,,"4,29",9,"-0,06",4,"0,14",7,"0,13",7,"0,01",28,"-0,05",6,"0,00",6,"2,22",14,"3,47",13,"3,44",15,"2,82",15,"1,89",4
169458,AGMI,B4247,B4247,,"4,29",16,"-0,12",4,"0,16",12,"-0,12",13,"0,37",27,"1,85",19,"2,35",18,"2,41",23,"3,09",24,"4,87",31,"4,18",32,"2,27",10
319211,AGMI,B6457,,,"4,29",27,"-0,10",21,"-0,15",19,"-0,12",20,"0,01",38,"2,23",26,"2,83",26,"2,00",27,"2,97",29,"5,88",33,"5,60",36,"-0,33",17
1737740,AGMI,D3721,,,"4,29",18,"-0,48",13,"0,06",15,"-0,05",15,"0,47",34,"-0,48",18,"-0,36",18,"1,31",19,"1,80",20,"3,49",31,"2,31",24,"1,54",10
318625,AGMI,B5739,,,"4,29",18,"-0,21",11,"0,09",12,"0,31",9,"0,06",37,"0,28",15,"0,60",15,"1,09",21,"1,93",22,"1,65",27,"1,95",28,"0,91",7
1737597,AGMI,D3508,,,"4,29",20,"-0,39",12,"0,61",25,"1,01",28,"0,54",36,"0,49",21,"0,57",21,"-0,23",21,"-0,67",23,"-0,01",34,"1,35",28,"0,45",14
2631920,AGMI,E1794,,,"4,29",19,"-0,47",9,"0,11",14,"-0,08",18,"1,83",34,"-0,89",13,"-1,19",13,"0,78",20,"0,88",21,"1,23",28,"0,23",30,"0,78",7
3197826,AGMI,F860,,,"4,28",17,"-0,69",8,"-0,31",22,"-0,09",17,"-0,86",40,"-0,43",12,"-0,65",12,"0,90",22,"1,15",24,"-0,15",32,"-2,49",29,"0,73",10
3664794,AGMI,F4046,,,"4,28",20,"-0,12",6,"0,02",20,"0,23",20,"1,35",39,"-0,03",14,"0,20",14,"1,06",25,"0,84",27,"3,18",32,"1,33",34,"1,80",11
320569,AGMI,B6465,,,"4,28",7,"0,08",4,"0,16",4,"0,05",4,"0,12",25,"0,30",5,"0,38",5,"1,99",12,"2,64",11,"3,25",13,"3,73",12,"0,24",4
622842,AGMI,C221,,,"4,28",11,"0,07",5,"0,16",6,"0,21",6,"0,77",27,"2,39",7,"3,49",7,"0,04",14,"-0,39",15,"7,85",21,"8,29",23,"0,07",4
1441515,AGMI,D453,,,"4,28",8,"-0,28",7,"0,04",7,"-0,24",8,"0,08",10,"-1,44",8,"-1,67",8,"1,43",8,"2,52",9,"1,20",9,"0,55",10,"1,69",7
1561774,AGMI,D976,,,"4,28",10,"-0,26",6,"0,33",9,"0,33",9,"0,25",16,"-1,56",8,"-1,89",8,"2,03",13,"3,24",13,"4,01",15,"1,84",16,"1,34",6
2368344,AGMI,E645,,,"4,28",13,"-0,49",8,"0,21",16,"0,28",15,"-0,15",21,"-0,10",12,"0,01",12,"0,90",17,"1,36",17,"0,17",20,"-2,97",20,"1,66",8
2368505,AGMI,E1014,,,"4,28",16,"-0,15",8,"0,03",16,"0,16",16,"0,11",19,"1,30",12,"1,76",12,"-0,90",22,"-1,34",23,"1,58",24,"2,55",25,"5,57",7
3085450,AGMI,E9022,,,"4,28",14,"0,04",5,"0,24",16,"0,36",17,"-0,20",34,"0,91",9,"1,33",9,"0,93",21,"1,05",23,"0,60",24,"1,93",25,"1,64",6
100328,AGMI,1200,,,"4,28",5,"0,64",8,"0,00",4,"0,11",5,"0,32",11,"1,32",7,"1,79",7,"1,23",6,"1,94",6,"3,17",7,"6,41",8,"-0,02",3
