CGA ,Série ,RGN ,RGD ,Genotipado ,IGe,ACC_IGe,DIPP,ACC_DIPP,DPE365,ACC_DPE365,DPE450,ACC_DPE450,DPN,ACC_DPN,MP120,ACC_MP120,MP210,ACC_MP210,DP120,ACC_DP120,DP210,ACC_DP210,DP365,ACC_DP365,DP450,ACC_DP450,DPAC,ACC_DPAC
5366035,AGMI,G4382,,,"26,67",19,"-0,99",13,"1,13",10,"1,26",13,"1,43",34,"5,25",9,"7,20",9,"9,31",23,"16,61",24,"25,66",23,"29,00",24,"9,99",9
5365939,AGMI,G4280,,,"26,43",19,"-1,24",14,"1,36",11,"1,39",14,"0,73",22,"3,18",9,"4,34",9,"8,41",23,"15,37",24,"26,77",24,"28,55",24,"9,83",10
5365943,AGMI,G4325,,,"24,81",20,"-1,18",13,"1,22",11,"1,18",14,"0,80",22,"3,15",9,"4,29",9,"8,18",23,"14,22",24,"24,83",24,"25,60",25,"9,98",9
5366043,AGMI,G4381,,,"24,66",19,"-0,80",13,"1,38",11,"1,46",14,"1,60",34,"3,74",9,"5,02",9,"7,71",23,"14,33",24,"25,50",24,"26,44",24,"10,63",10
5074185,AGMI,G2487,,,"24,50",21,"-0,78",13,"1,03",17,"1,26",17,"0,85",34,"4,48",9,"5,94",9,"9,78",21,"16,10",23,"27,81",29,"24,19",31,"9,86",9
5365793,AGMI,G4289,,,"24,26",20,"-1,30",14,"1,32",11,"1,36",14,"-0,49",34,"2,87",9,"3,85",9,"6,91",23,"12,96",25,"23,42",24,"24,68",25,"10,12",10
5366045,AGMI,G4355,,,"23,98",19,"-1,04",13,"1,29",11,"1,36",13,"1,88",34,"3,58",9,"4,83",9,"7,84",22,"13,80",24,"24,09",22,"24,25",23,"9,60",10
5366038,AGMI,G4387,,,"23,96",18,"-0,90",13,"1,14",10,"1,21",13,"1,50",34,"4,73",8,"6,43",8,"7,53",22,"13,59",23,"24,09",23,"24,69",24,"10,82",9
5366034,AGMI,G4366,,,"23,73",18,"-1,09",12,"1,34",11,"1,54",13,"0,78",34,"4,77",8,"6,55",8,"6,93",22,"12,98",24,"21,54",23,"24,71",24,"10,95",8
5366003,AGMI,G4369,,,"23,58",19,"-1,00",13,"1,32",11,"1,44",14,"0,76",34,"3,55",8,"4,84",8,"8,04",23,"14,27",24,"23,23",23,"24,01",24,"9,49",9
5074190,AGMI,G2532,,,"23,48",20,"-0,84",13,"1,05",16,"1,42",17,"0,27",34,"3,93",10,"5,39",9,"7,96",23,"13,34",25,"26,41",29,"27,33",31,"10,08",9
5366027,AGMI,G4357,,,"23,31",19,"-1,15",13,"1,31",11,"1,50",13,"0,54",34,"4,46",8,"6,11",8,"5,19",22,"9,78",24,"22,84",23,"24,04",24,"11,77",10
5365832,AGMI,G4312,,,"23,27",18,"-1,03",13,"1,21",10,"1,31",13,"0,82",34,"4,82",8,"6,50",8,"6,35",22,"11,97",23,"19,78",23,"21,88",24,"10,84",9
5365928,AGMI,G4269,,,"23,15",19,"-1,06",13,"1,19",11,"1,35",13,"1,14",34,"3,60",9,"4,90",9,"5,78",23,"11,81",24,"18,53",24,"21,59",25,"11,43",10
5074196,AGMI,G2491,,,"23,06",21,"-1,01",13,"0,83",17,"0,89",17,"1,27",35,"2,42",9,"3,53",9,"7,82",22,"13,88",24,"26,06",29,"25,46",31,"10,78",8
5402872,AGMI,G4324,,,"23,06",19,"-0,81",13,"1,34",11,"1,53",14,"1,01",22,"3,30",9,"4,45",9,"5,77",22,"11,43",24,"20,35",23,"22,40",24,"11,12",10
5365982,AGMI,G4333,,,"22,98",17,"-0,99",13,"0,99",16,"1,08",17,"-0,15",22,"4,74",13,"6,54",13,"6,77",18,"12,70",19,"18,32",20,"22,38",19,"9,60",9
4527189,AGMI,F9084,,,"22,97",22,"-0,79",14,"1,76",32,"2,22",35,"0,81",34,"3,30",16,"4,61",16,"6,04",19,"10,15",20,"28,00",30,"27,35",32,"7,84",11
5366007,AGMI,G4374,,,"22,75",19,"-0,87",13,"1,16",18,"0,98",18,"0,79",35,"3,03",8,"4,19",8,"7,05",24,"12,48",25,"23,63",24,"21,76",25,"8,57",8
5074165,AGMI,G2445,,,"22,74",18,"-0,59",13,"1,10",15,"1,37",16,"0,45",34,"3,20",13,"4,39",13,"8,03",16,"13,18",16,"25,38",27,"27,10",26,"8,16",8
5366063,AGMI,G4410,,,"22,42",18,"-0,99",13,"1,36",11,"1,48",13,"0,88",34,"4,22",8,"5,75",8,"5,15",22,"9,89",24,"21,86",23,"23,51",24,"9,78",9
5365857,AGMI,G4116,,,"22,18",18,"-0,93",13,"1,20",10,"1,21",13,"0,40",34,"3,17",8,"4,43",8,"6,32",22,"12,46",23,"20,51",23,"21,62",24,"9,02",9
5074201,AGMI,G2540,,,"22,10",22,"-0,97",14,"1,08",17,"1,36",17,"-0,46",35,"4,01",11,"5,38",11,"6,12",23,"11,07",24,"22,53",29,"22,71",32,"9,42",9
5365850,AGMI,G4117,,,"22,05",19,"-1,19",13,"1,34",11,"1,27",14,"1,10",34,"4,40",8,"6,00",8,"6,00",22,"11,15",22,"20,61",24,"21,52",25,"10,53",9
5365836,AGMI,G4311,,,"21,94",18,"-1,14",13,"1,42",11,"1,54",13,"-0,09",34,"3,36",8,"4,65",8,"5,13",22,"10,61",24,"20,45",23,"20,85",24,"9,44",9
5366015,AGMI,G4384,,,"21,80",16,"-1,04",13,"1,13",16,"1,33",16,"0,82",34,"3,91",13,"5,41",13,"5,90",16,"11,19",17,"18,48",20,"21,73",20,"9,97",9
4527193,AGMI,F9076,,,"21,71",21,"-0,86",13,"1,36",31,"1,97",35,"0,86",35,"2,36",14,"3,39",14,"5,98",19,"10,52",19,"25,87",29,"24,60",32,"9,81",10
5366254,AGMI,G4804,,,"21,64",19,"-0,94",12,"1,02",18,"0,79",18,"0,35",35,"4,18",8,"5,66",8,"5,98",24,"11,79",26,"17,73",25,"20,61",26,"7,03",7
5366004,AGMI,G4385,,,"21,60",19,"-0,69",11,"1,06",17,"0,86",17,"1,66",35,"5,23",7,"7,08",7,"4,98",24,"10,30",26,"19,39",25,"21,42",26,"7,00",7
5366025,AGMI,G4383,,,"21,57",18,"-0,84",12,"1,02",17,"0,89",17,"0,40",34,"5,08",8,"6,80",8,"5,78",23,"10,69",25,"24,42",25,"21,67",25,"7,00",7
5365864,AGMI,G4115,,,"21,55",18,"-0,92",13,"1,12",10,"1,26",13,"-0,23",34,"3,59",8,"4,87",8,"5,10",22,"10,17",23,"18,17",23,"22,01",24,"9,87",9
5365827,AGMI,G4308,,,"21,47",19,"-1,01",13,"1,17",11,"1,33",14,"0,11",34,"4,37",9,"5,93",9,"5,18",23,"10,43",25,"20,14",24,"22,21",25,"10,36",9
3986848,AGMI,F5912,,,"21,39",36,"-0,49",15,"1,27",51,"1,46",54,"1,91",68,"2,45",17,"3,29",17,"9,02",51,"14,33",54,"21,80",59,"23,49",61,"3,42",12
5366018,AGMI,G4373,,,"21,33",19,"-1,08",13,"0,78",11,"0,83",14,"1,06",34,"3,84",9,"5,34",9,"6,74",24,"13,44",25,"16,55",24,"19,57",25,"10,32",9
5366610,AGMI,G4994,,,"21,29",16,"-0,51",8,"1,29",17,"1,52",17,"2,01",35,"3,47",10,"4,65",10,"8,65",23,"13,74",24,"22,61",25,"24,25",26,"5,51",8
5402887,AGMI,G2542,,,"21,23",18,"-0,77",13,"0,76",17,"0,56",17,"0,79",33,"1,99",14,"2,48",14,"7,22",18,"11,95",19,"19,84",20,"20,52",19,"8,84",8
4527129,AGMI,F9049,,,"21,21",20,"-0,60",12,"0,82",17,"0,96",17,"1,43",36,"2,47",13,"3,50",13,"8,10",17,"12,82",18,"22,53",29,"23,07",32,"8,53",10
4527404,AGMI,F9128,,,"21,19",23,"-0,91",15,"1,20",32,"1,24",36,"1,09",35,"-0,97",16,"-1,53",16,"7,83",20,"12,49",20,"26,45",31,"24,63",34,"5,32",11
5366002,AGMI,G4354,,,"21,18",20,"-1,21",14,"1,29",11,"1,18",14,"-0,13",34,"3,52",9,"4,81",9,"5,36",23,"10,30",24,"17,87",23,"18,83",24,"9,96",9
3663855,AGMI,F4856,,,"21,09",32,"-0,23",7,"0,31",50,"0,05",45,"3,24",73,"2,20",10,"3,08",10,"12,13",55,"18,47",58,"20,38",60,"20,22",62,"3,56",7
5365730,AGMI,G4196,,,"21,04",15,"-0,29",6,"0,63",17,"0,58",16,"3,80",34,"2,85",8,"4,05",8,"9,76",23,"15,31",25,"22,95",25,"23,00",26,"4,41",7
5365800,AGMI,G4288,,,"20,98",17,"-0,92",13,"1,03",17,"1,04",17,"-0,40",34,"3,34",13,"4,52",13,"4,70",17,"9,60",17,"19,76",20,"21,94",21,"9,99",9
5074170,AGMI,G2456,,,"20,97",22,"-0,68",14,"0,73",18,"0,90",18,"1,53",35,"2,20",15,"3,09",15,"6,69",19,"11,55",20,"24,48",31,"23,12",33,"9,48",9
5366161,AGMI,G4651,,,"20,95",18,"-1,08",13,"1,27",10,"1,27",13,"0,14",34,"3,26",9,"4,49",9,"5,08",22,"10,31",23,"19,66",23,"20,31",24,"9,34",9
5365886,AGMI,G4268,,,"20,88",18,"-1,04",13,"1,41",11,"1,52",14,"0,96",34,"3,88",9,"5,42",8,"4,02",23,"8,90",24,"18,98",23,"19,32",24,"9,85",9
5402884,AGMI,G2538,,,"20,85",17,"-0,71",13,"0,49",17,"0,40",17,"-0,88",33,"3,28",14,"4,10",14,"7,14",18,"11,62",19,"18,99",19,"20,49",20,"8,18",7
5365844,AGMI,G4309,,,"20,82",18,"-1,14",13,"1,00",11,"1,22",13,"-0,50",34,"4,24",8,"5,86",8,"5,03",23,"10,29",23,"17,40",24,"19,41",25,"10,65",9
4230956,AGMI,F7203,,,"20,78",24,"-1,04",15,"1,67",33,"1,76",37,"1,36",35,"1,67",16,"2,59",15,"6,80",25,"11,15",26,"22,59",31,"22,65",33,"6,73",11
5365877,AGMI,G4102,,,"20,75",19,"-1,09",13,"1,11",11,"1,23",14,"1,43",34,"2,69",9,"3,63",9,"5,21",23,"9,41",24,"18,79",23,"18,93",23,"9,84",10
3986794,AGMI,F5871,,,"20,66",32,"-0,92",14,"0,46",37,"0,57",39,"2,11",64,"1,40",16,"2,22",15,"9,72",46,"14,43",49,"21,13",49,"20,61",50,"7,03",12
5402888,AGMI,G2546,,,"20,64",17,"-0,62",12,"0,44",17,"0,18",17,"0,81",33,"2,52",13,"2,98",13,"7,87",18,"12,53",18,"19,99",20,"22,48",20,"6,21",7
5365862,AGMI,G4110,,,"20,62",17,"-0,90",13,"1,00",17,"0,99",18,"-0,06",34,"3,74",13,"5,04",13,"5,58",17,"10,66",18,"17,19",20,"17,66",21,"10,80",9
5365787,AGMI,G4290,,,"20,59",16,"-0,92",12,"1,28",13,"1,39",12,"0,66",33,"0,99",8,"1,15",8,"6,87",22,"12,47",23,"17,78",22,"19,72",22,"6,16",7
5365849,AGMI,G4101,,,"20,58",18,"-0,87",13,"1,18",11,"1,19",14,"-0,18",34,"3,79",8,"5,15",8,"4,73",22,"9,93",24,"16,53",23,"19,61",24,"9,84",9
4527110,AGMI,F9046,,,"20,56",21,"-0,54",13,"1,18",30,"1,34",34,"1,80",35,"3,46",16,"4,63",16,"7,80",19,"11,38",20,"26,25",29,"24,81",31,"6,49",11
5365569,AGMI,G3942,,,"20,53",15,"-0,83",9,"0,41",15,"0,71",15,"1,28",34,"3,20",9,"4,42",9,"7,98",21,"13,45",23,"19,87",23,"21,46",23,"7,04",6
5366008,AGMI,G4390,,,"20,46",18,"-0,83",11,"1,00",17,"0,95",17,"1,35",34,"4,72",7,"6,41",7,"5,73",24,"11,20",26,"19,95",26,"19,88",26,"6,52",7
5366019,AGMI,G4389,,,"20,44",18,"-1,06",13,"1,30",11,"1,44",14,"1,12",34,"3,67",8,"5,12",8,"3,99",23,"8,56",24,"17,84",24,"18,42",24,"9,20",9
5365869,AGMI,G4098,,,"20,35",19,"-0,91",13,"1,07",11,"1,07",14,"1,16",34,"5,06",9,"6,88",9,"4,59",23,"8,87",25,"16,52",24,"19,52",25,"9,88",9
5402882,AGMI,G2467,,,"20,32",18,"-0,71",13,"0,39",18,"0,04",17,"1,78",34,"2,62",15,"3,16",15,"7,49",19,"12,47",19,"22,32",20,"23,30",20,"6,49",8
5365852,AGMI,G4106,,,"20,31",18,"-0,92",12,"1,09",17,"1,08",17,"1,71",35,"4,63",7,"6,22",7,"5,84",23,"11,42",25,"18,15",25,"16,06",25,"7,15",7
4794719,AGMI,G1766,,,"20,27",16,"-0,08",4,"0,18",15,"0,03",15,"2,51",35,"1,68",6,"2,36",6,"10,51",22,"16,20",24,"24,00",29,"25,12",31,"3,95",4
5366069,AGMI,G4451,,,"20,24",18,"-0,80",12,"1,06",17,"0,94",17,"-0,14",35,"4,41",7,"5,96",7,"6,10",24,"11,98",25,"16,93",25,"17,43",25,"7,39",7
5402877,AGMI,G2457,,,"20,22",17,"-0,46",12,"0,73",16,"0,66",17,"1,46",33,"3,14",13,"3,88",13,"7,60",18,"12,26",18,"19,28",20,"21,02",20,"8,21",7
3197560,AGMI,F556,,,"20,22",27,"-0,53",17,"0,30",26,"0,14",27,"1,65",43,"3,53",24,"4,89",24,"8,11",29,"13,18",30,"20,10",35,"20,35",38,"9,70",18
4527097,AGMI,F9458,,,"20,21",20,"-0,59",13,"0,99",17,"1,22",17,"-0,89",34,"2,56",14,"3,56",14,"5,83",18,"10,27",19,"17,43",29,"20,21",31,"8,37",10
5366591,AGMI,G4793,,,"20,18",15,"-0,56",7,"0,76",15,"0,82",15,"1,72",34,"3,39",8,"4,61",8,"8,68",22,"12,91",23,"22,86",23,"23,21",24,"7,43",6
5074163,AGMI,G2444,,,"20,15",21,"-0,66",15,"1,23",18,"1,55",18,"0,01",34,"4,04",16,"5,43",16,"7,08",18,"12,52",19,"21,40",29,"16,72",29,"10,25",10
5365923,AGMI,G4264,,,"20,07",19,"-0,94",12,"0,89",18,"0,82",18,"1,49",35,"4,72",8,"6,44",8,"5,14",25,"10,01",26,"18,74",26,"18,30",26,"7,75",7
5366279,AGMI,G4716,,,"20,07",18,"-0,87",12,"1,07",17,"0,97",17,"0,07",35,"4,77",7,"6,43",7,"5,54",23,"10,61",24,"19,38",25,"17,39",25,"7,76",7
5366961,AGMI,G5397,,,"20,07",14,"-0,63",7,"0,59",15,"0,88",15,"2,56",34,"1,49",8,"2,02",8,"9,29",21,"13,75",21,"19,64",23,"22,19",24,"5,47",6
5366010,AGMI,G4362,,,"20,02",16,"-0,94",12,"1,12",13,"1,45",13,"0,70",33,"1,80",8,"2,33",8,"6,84",21,"12,28",22,"17,83",21,"16,53",22,"8,26",7
4527440,AGMI,F9276,,,"19,91",20,"-0,74",15,"0,56",19,"0,48",19,"1,29",37,"0,08",15,"-0,06",15,"8,60",21,"12,85",22,"19,61",24,"21,54",25,"5,58",9
4230960,AGMI,F7348,,,"19,90",22,"-0,68",13,"1,40",32,"2,34",36,"1,88",35,"0,04",13,"-0,01",12,"9,64",24,"14,72",26,"25,79",31,"21,73",33,"5,53",11
5366047,AGMI,G4386,,,"19,86",18,"-0,90",12,"0,90",17,"0,83",17,"0,17",34,"3,84",8,"5,26",8,"5,17",23,"9,64",24,"20,35",25,"18,05",25,"6,77",7
5365846,AGMI,G4107,,,"19,83",18,"-0,95",11,"1,02",18,"0,90",17,"1,53",35,"4,52",7,"6,19",7,"3,97",23,"8,40",24,"17,89",25,"17,27",25,"8,90",7
5402892,AGMI,G2724,,,"19,78",16,"-1,08",13,"0,79",16,"1,01",17,"2,50",34,"1,76",13,"2,39",13,"7,06",18,"11,91",18,"18,91",19,"21,50",19,"7,89",8
3986378,AGMI,F5408,,,"19,75",34,"-0,91",13,"-0,13",51,"0,10",55,"1,15",67,"0,88",14,"1,42",14,"6,54",48,"10,95",51,"17,48",57,"23,30",59,"5,78",10
4527122,AGMI,F9056,,,"19,73",18,"-0,53",11,"0,79",13,"0,88",14,"1,45",36,"3,61",13,"4,98",12,"8,77",15,"13,96",16,"23,67",28,"20,18",30,"6,61",10
5365891,AGMI,G4262,,,"19,73",15,"-0,75",12,"1,08",12,"1,37",12,"-0,28",33,"2,29",7,"2,93",7,"6,21",21,"11,45",22,"18,30",21,"17,62",22,"6,51",7
5366164,AGMI,G4650,,,"19,70",15,"-0,92",12,"1,11",12,"1,54",12,"0,77",33,"1,69",8,"2,09",8,"6,27",21,"11,71",22,"19,09",21,"18,44",21,"6,51",7
5366011,AGMI,G4379,,,"19,68",18,"-0,94",12,"1,07",16,"1,13",17,"0,38",34,"4,20",7,"5,69",7,"5,05",23,"10,14",24,"17,42",25,"16,15",25,"7,11",7
5366014,AGMI,G4368,,,"19,68",18,"-0,96",12,"1,13",9,"1,31",12,"0,36",34,"3,64",8,"4,92",8,"4,94",22,"9,93",24,"18,34",23,"17,97",24,"9,23",8
5366029,AGMI,G4388,,,"19,62",16,"-0,99",11,"1,04",13,"1,39",12,"1,88",33,"1,02",7,"1,29",7,"5,94",22,"11,03",23,"15,20",22,"16,97",22,"7,42",7
4527340,AGMI,F9255,,,"19,59",22,"-0,91",14,"1,30",32,"1,80",35,"1,31",35,"2,28",17,"3,18",17,"5,00",20,"8,89",21,"17,96",30,"19,69",32,"7,89",11
4527263,AGMI,F9196,,,"19,57",21,"-0,80",13,"1,24",31,"1,05",34,"1,54",35,"3,55",15,"4,84",15,"6,96",19,"12,18",19,"20,98",29,"17,75",31,"7,87",10
4527511,AGMI,F9643,,,"19,57",22,"-0,91",15,"0,80",19,"0,84",18,"0,96",34,"-0,14",15,"-0,16",15,"7,07",21,"11,46",22,"24,06",31,"23,34",34,"4,59",10
5366915,AGMI,G5247,,,"19,57",15,"-0,48",8,"0,54",14,"0,64",14,"1,74",34,"1,58",8,"2,23",8,"8,57",20,"13,28",21,"19,93",22,"21,19",23,"5,61",6
5365999,AGMI,G4363,,,"19,48",19,"-1,02",12,"0,94",17,"0,87",17,"0,65",35,"3,65",8,"5,04",8,"4,71",23,"9,47",24,"18,96",25,"16,82",26,"7,24",7
4794924,AGMI,G2141,,,"19,48",17,"-0,92",11,"0,37",15,"0,74",14,"0,11",35,"1,50",12,"2,16",12,"8,98",22,"13,41",23,"17,08",27,"20,02",31,"7,20",6
5402881,AGMI,G2473,,,"19,46",17,"-0,32",11,"0,60",16,"0,35",16,"1,04",33,"3,43",13,"4,18",13,"6,98",18,"11,53",18,"18,69",20,"20,83",20,"7,04",7
5365865,AGMI,G4104,,,"19,40",16,"-0,92",11,"1,01",12,"1,25",12,"-0,39",33,"1,67",7,"2,08",7,"5,36",21,"10,32",23,"14,78",22,"16,83",22,"7,24",7
5365919,AGMI,G4259,,,"19,33",18,"-0,98",11,"0,96",17,"0,71",16,"0,04",35,"4,22",7,"5,77",7,"4,58",23,"8,78",24,"17,03",25,"15,10",25,"7,84",7
4527113,AGMI,F9459,,,"19,31",22,"-0,62",13,"0,91",31,"1,08",35,"-0,03",35,"2,22",16,"3,18",16,"5,82",19,"9,65",20,"22,63",30,"21,98",32,"7,40",11
4527291,AGMI,F9093,,,"19,31",17,"-0,77",10,"0,86",11,"0,93",12,"1,22",36,"4,40",12,"5,91",12,"7,55",15,"12,28",16,"25,94",28,"22,57",30,"6,96",9
5366037,AGMI,G4356,,,"19,30",19,"-0,85",11,"1,01",17,"0,77",17,"1,53",35,"4,16",8,"5,57",7,"3,85",23,"8,07",25,"18,38",25,"19,02",26,"7,35",7
4527276,AGMI,F9096,,,"19,30",18,"-0,68",13,"1,15",17,"1,53",18,"0,81",33,"2,55",15,"3,47",15,"5,61",19,"9,65",19,"17,23",21,"18,84",22,"7,58",10
4527283,AGMI,F9095,,,"19,28",16,"-0,62",12,"1,11",16,"1,33",16,"0,87",34,"2,87",14,"3,94",14,"6,21",17,"10,37",18,"19,45",20,"19,84",20,"7,80",10
4528051,AGMI,G220,,,"19,27",19,"-0,65",14,"0,82",18,"0,98",18,"0,59",35,"0,49",14,"0,93",14,"6,16",23,"9,78",25,"19,35",20,"19,09",20,"9,66",12
4044064,AGMI,F6128,,,"19,27",18,"-0,47",11,"0,31",17,"0,33",17,"1,50",36,"3,70",12,"4,82",12,"7,47",17,"11,72",18,"17,58",30,"18,29",32,"7,45",10
5366131,AGMI,G4617,,,"19,25",15,"-0,82",7,"0,45",15,"0,50",15,"1,90",34,"2,04",9,"2,83",9,"7,70",21,"12,35",22,"14,91",22,"18,23",23,"8,15",7
4527471,AGMI,F9622,,,"19,24",21,"0,26",13,"1,07",31,"1,46",35,"1,47",35,"0,83",14,"0,88",14,"7,44",19,"12,44",19,"21,30",30,"24,16",32,"6,83",9
5402880,AGMI,G2459,,,"19,20",18,"-0,49",12,"0,35",18,"0,23",20,"1,29",34,"2,32",15,"2,83",14,"6,92",18,"11,58",19,"17,66",21,"19,08",22,"7,08",8
5366097,AGMI,G4453,,,"19,19",18,"-1,06",11,"0,98",17,"0,79",17,"1,30",35,"3,86",7,"5,28",7,"3,95",23,"8,39",24,"19,15",25,"18,66",25,"7,17",7
4527275,AGMI,F9186,,,"19,18",22,"-0,47",16,"0,19",32,"-0,10",36,"-0,27",35,"1,85",17,"2,75",17,"6,74",20,"10,64",20,"20,31",31,"20,47",33,"10,21",12
4527260,AGMI,F9190,,,"19,18",21,"-0,51",12,"1,00",16,"1,18",15,"-0,10",36,"3,44",13,"4,69",13,"6,60",17,"11,14",18,"19,33",29,"18,66",31,"6,66",10
5366409,AGMI,G4882,,,"19,17",15,"-0,75",6,"0,42",16,"0,61",16,"0,68",34,"1,18",8,"1,69",8,"7,56",22,"12,15",23,"17,63",24,"21,28",25,"4,47",5
5074211,AGMI,G2723,,,"19,13",22,"-0,72",14,"0,82",18,"0,65",18,"1,22",35,"1,14",12,"1,70",12,"6,71",25,"11,32",26,"18,58",31,"18,39",33,"7,89",9
5074476,AGMI,G2802,,,"19,10",17,"-0,12",6,"0,97",16,"1,13",16,"1,43",35,"2,24",9,"3,03",9,"7,85",23,"12,74",24,"20,83",29,"21,82",32,"4,58",6
5366157,AGMI,G4652,,,"19,05",16,"-0,92",11,"0,86",12,"0,99",12,"0,80",33,"2,06",7,"2,73",7,"5,73",22,"10,56",23,"16,59",21,"15,90",22,"7,22",7
5365914,AGMI,G4265,,,"19,04",16,"-0,86",12,"0,81",12,"0,91",12,"1,07",33,"1,92",8,"2,57",8,"6,00",21,"11,01",23,"16,23",22,"15,12",22,"7,19",7
5365882,AGMI,G4263,,,"19,03",18,"-0,88",12,"0,90",17,"0,76",17,"1,30",35,"3,40",8,"4,61",8,"4,57",23,"9,20",24,"17,58",25,"17,30",25,"6,62",7
4230923,AGMI,F7164,,,"19,02",23,"-0,53",14,"0,86",33,"1,58",37,"1,29",35,"0,28",13,"0,38",13,"8,19",24,"12,55",25,"23,94",30,"23,37",32,"5,04",10
4527531,AGMI,F9647,,,"19,02",19,"-0,65",14,"0,97",19,"1,12",20,"0,31",34,"1,80",16,"2,60",16,"5,80",20,"10,24",20,"19,11",22,"17,42",22,"7,17",11
3986489,AGMI,F5382,,,"19,01",18,"-0,98",13,"0,74",17,"0,80",17,"1,56",37,"1,79",16,"2,38",15,"6,93",19,"11,55",20,"20,55",22,"19,02",22,"5,77",11
5365834,AGMI,G4306,,,"19,01",18,"-1,01",13,"1,07",11,"1,17",14,"0,01",34,"3,89",9,"5,26",9,"4,25",23,"8,60",24,"15,07",24,"17,33",24,"11,02",9
5402883,AGMI,G2489,,,"19,00",19,"-0,52",13,"0,29",18,"-0,01",17,"0,57",34,"1,78",16,"2,18",16,"6,42",19,"10,79",20,"16,41",22,"18,17",22,"8,00",10
5365910,AGMI,G4260,,,"19,00",16,"-0,90",12,"1,01",13,"1,29",13,"-0,78",33,"1,13",8,"1,44",8,"6,06",21,"11,18",22,"15,14",21,"13,94",22,"7,56",7
5366085,AGMI,G4449,,,"18,97",15,"-1,02",11,"0,96",12,"1,23",12,"1,98",33,"1,83",8,"2,34",7,"5,26",20,"10,10",22,"15,37",21,"15,37",21,"7,26",7
5366024,AGMI,G4367,,,"18,95",18,"-1,01",11,"0,86",17,"0,72",17,"1,57",34,"4,03",7,"5,45",7,"4,73",23,"9,34",24,"15,43",23,"15,77",25,"6,64",7
5366040,AGMI,G4376,,,"18,94",19,"-0,99",11,"0,77",17,"0,69",17,"2,05",34,"3,97",7,"5,32",7,"4,50",24,"9,03",25,"14,30",25,"15,45",26,"6,58",7
4527162,AGMI,F9486,,,"18,89",22,"-0,76",13,"0,61",30,"0,84",34,"1,45",35,"1,20",15,"1,69",15,"6,41",19,"10,84",20,"15,91",29,"15,42",32,"7,93",11
5366177,AGMI,G4619,,,"18,87",13,"-0,52",6,"0,68",14,"1,00",15,"1,05",34,"3,23",6,"4,43",6,"6,44",19,"10,41",20,"18,99",20,"18,89",21,"5,91",5
5402885,AGMI,G2537,,,"18,86",17,"-0,72",12,"0,56",16,"0,28",16,"0,29",33,"1,95",13,"2,31",13,"5,92",18,"9,69",18,"16,62",20,"18,53",20,"7,11",7
5366013,AGMI,G4353,,,"18,79",15,"-0,97",12,"0,97",12,"1,12",12,"0,78",33,"0,91",8,"1,09",7,"6,46",22,"11,69",23,"15,31",22,"15,80",22,"7,17",7
3383751,AGMI,F1965,,,"18,79",21,"-0,71",11,"0,91",19,"1,14",18,"3,62",41,"3,57",17,"4,90",17,"5,47",18,"8,62",19,"21,67",32,"21,85",35,"7,75",11
5366338,AGMI,G4723,,,"18,78",15,"-0,83",7,"0,69",14,"0,86",14,"1,75",34,"2,55",9,"3,53",9,"8,23",22,"12,89",23,"18,46",23,"19,72",24,"5,81",7
5366757,AGMI,G5282,,,"18,72",14,"-0,56",7,"0,52",15,"0,87",15,"1,52",34,"1,71",7,"2,40",7,"8,35",21,"12,70",23,"20,58",23,"20,30",24,"6,23",5
5365830,AGMI,G4307,,,"18,71",15,"-0,98",12,"0,89",12,"1,02",12,"0,52",33,"1,45",8,"1,91",7,"5,40",21,"10,12",22,"17,09",21,"15,66",22,"7,41",7
5365824,AGMI,G4304,,,"18,70",15,"-0,33",4,"0,46",16,"0,44",16,"2,02",35,"1,23",7,"1,86",7,"9,14",23,"14,38",25,"19,38",25,"19,56",26,"3,10",4
4527441,AGMI,F9278,,,"18,69",23,"-1,03",16,"0,85",19,"0,91",18,"0,40",37,"-0,75",17,"-1,14",17,"6,60",22,"10,66",23,"22,54",32,"21,57",34,"5,16",10
4527231,AGMI,F9072,,,"18,68",20,"-0,72",12,"0,86",17,"1,20",17,"0,26",36,"2,42",13,"3,37",13,"5,13",18,"8,59",19,"22,14",30,"21,48",32,"8,46",10
5365936,AGMI,G4321,,,"18,65",18,"-0,86",12,"1,08",17,"1,08",17,"0,43",22,"4,57",7,"6,23",7,"3,71",23,"8,02",25,"19,10",25,"15,31",26,"7,32",7
5366046,AGMI,G4370,,,"18,63",18,"-0,93",12,"0,95",18,"0,95",17,"1,61",35,"4,09",8,"5,51",8,"4,23",23,"8,56",25,"16,50",25,"14,64",25,"6,95",7
3986517,AGMI,F5600,,,"18,62",32,"-0,75",13,"0,67",45,"1,03",47,"2,05",66,"0,67",11,"0,82",11,"8,35",47,"12,55",49,"19,02",55,"20,03",56,"3,89",11
5402890,AGMI,G2550,,,"18,61",17,"-0,87",13,"0,56",17,"0,75",17,"1,32",33,"1,53",13,"2,09",13,"6,92",18,"10,61",19,"18,08",20,"19,85",21,"9,39",8
5365792,AGMI,G4070,,,"18,58",16,"-0,52",10,"0,34",16,"0,73",16,"1,16",35,"3,15",10,"4,26",10,"6,82",23,"11,46",25,"15,90",25,"18,23",25,"6,33",7
