CGA ,Série ,RGN ,RGD ,Genotipado ,IGe,ACC_IGe,DIPP,ACC_DIPP,DPE365,ACC_DPE365,DPE450,ACC_DPE450,DPN,ACC_DPN,MP120,ACC_MP120,MP210,ACC_MP210,DP120,ACC_DP120,DP210,ACC_DP210,DP365,ACC_DP365,DP450,ACC_DP450,DPAC,ACC_DPAC
5074203,AGMI,G2545,,,"22,55",20,"-0,87",15,"1,54",31,"1,46",17,"1,60",34,"4,61",11,"6,17",11,"8,13",24,"13,76",25,"28,00",30,"23,46",26,"10,97",9
5074207,AGMI,G2548,,,"22,14",22,"-0,89",15,"0,86",31,"0,98",35,"1,81",34,"4,16",11,"5,65",10,"7,37",23,"12,66",25,"24,35",30,"22,63",32,"9,76",9
5074181,AGMI,G2472,,,"21,40",23,"-0,80",15,"1,29",31,"1,55",34,"0,52",34,"3,66",12,"4,87",12,"8,10",23,"13,06",25,"27,11",30,"20,64",32,"9,24",10
5074189,AGMI,G2533,,,"21,29",22,"-0,74",15,"1,56",31,"2,31",35,"0,53",34,"4,20",11,"5,62",10,"6,48",22,"11,15",24,"25,02",29,"23,56",31,"10,31",9
5074172,AGMI,G2465,,,"20,99",22,"-0,92",13,"1,18",33,"1,07",36,"0,53",35,"4,09",16,"5,50",16,"7,74",20,"12,53",21,"23,20",31,"20,43",33,"10,98",10
4794170,AGMI,G1205,,,"20,76",17,"-0,70",8,"0,35",29,"0,86",16,"2,79",35,"4,10",10,"5,68",10,"7,60",21,"12,84",23,"21,69",28,"23,16",31,"8,03",6
5074226,AGMI,G2743,,,"20,58",23,"-1,01",14,"1,29",31,"0,97",36,"2,75",35,"1,43",12,"2,17",12,"5,85",24,"10,55",26,"22,43",30,"20,97",33,"7,86",9
5074210,AGMI,G2502,,,"20,52",19,"-0,61",15,"0,81",32,"0,87",19,"1,08",35,"1,90",11,"2,91",11,"8,70",23,"14,53",25,"26,83",30,"21,72",22,"11,09",9
4230929,AGMI,F7159,,,"20,48",19,"-0,12",14,"1,10",31,"0,74",17,"0,53",35,"0,63",13,"1,14",13,"10,30",23,"15,96",24,"31,21",30,"26,39",26,"7,66",11
5074168,AGMI,G2450,,,"20,06",19,"-0,71",14,"0,93",19,"1,17",18,"0,10",35,"4,33",16,"5,87",16,"6,00",20,"10,38",20,"18,59",22,"18,47",22,"10,77",10
3987021,AGMI,F6149,,,"19,95",21,"-0,81",14,"0,38",18,"0,45",18,"1,06",23,"0,28",13,"0,36",13,"8,16",23,"13,26",24,"22,24",25,"26,21",31,"5,12",12
3197384,AGMI,F114,,,"19,84",24,"-0,75",17,"0,73",21,"1,12",37,"1,18",22,"3,35",20,"4,47",20,"8,20",26,"13,82",27,"21,85",27,"22,90",34,"9,48",16
5074218,AGMI,G2729,,,"19,81",23,"-0,95",14,"1,12",32,"1,39",36,"1,63",35,"1,36",12,"1,82",12,"6,00",25,"10,37",26,"20,47",31,"20,05",33,"6,90",10
5075357,AGMI,G3751,,,"19,77",18,"-0,48",7,"0,27",30,"0,16",34,"2,06",33,"2,58",8,"3,53",8,"9,52",23,"15,47",24,"19,38",29,"19,06",32,"4,04",7
3383859,AGMI,F2031,,,"19,45",24,"-0,64",17,"0,50",21,"0,63",21,"1,12",36,"3,07",20,"4,10",20,"7,85",25,"12,20",27,"23,50",32,"24,30",34,"7,69",16
4230957,AGMI,F7214,,,"19,40",19,"-0,50",11,"0,80",31,"1,11",17,"0,49",35,"-0,31",11,"-0,39",11,"10,14",23,"16,02",25,"28,17",30,"20,06",25,"4,04",9
4527408,AGMI,F9139,,,"19,33",21,"-0,67",13,"0,52",31,"0,30",34,"0,95",35,"1,92",15,"2,76",15,"7,46",19,"12,80",19,"21,40",29,"19,55",31,"8,20",11
4527354,AGMI,F9258,,,"19,30",22,"-0,40",14,"0,62",32,"0,63",35,"2,57",35,"1,12",16,"1,72",16,"9,12",19,"13,84",20,"17,82",30,"20,36",33,"7,32",11
5074219,AGMI,G2727,,,"19,25",21,"-0,92",12,"1,41",32,"1,84",36,"0,56",34,"1,49",9,"2,41",9,"4,95",24,"9,20",25,"20,35",29,"21,78",31,"9,72",8
4230933,AGMI,F7158,,,"19,17",21,"-0,35",15,"0,80",20,"0,75",20,"1,99",35,"0,98",15,"1,53",15,"9,77",25,"13,73",26,"19,26",31,"20,52",27,"7,75",13
5074179,AGMI,G2469,,,"19,12",23,"-0,73",14,"0,78",31,"0,59",34,"2,54",35,"1,13",13,"1,64",13,"6,34",25,"11,47",26,"20,41",31,"20,37",33,"5,71",10
4230910,AGMI,F7318,,,"18,89",22,"-0,90",14,"1,00",19,"1,30",20,"0,35",36,"-0,20",14,"-0,22",14,"8,61",25,"13,54",27,"25,47",31,"20,11",28,"4,43",10
4230982,AGMI,F7463,,,"18,84",22,"-0,39",13,"0,45",32,"0,35",36,"1,44",35,"1,61",13,"2,45",13,"7,34",24,"11,07",25,"19,72",30,"21,83",32,"7,03",10
3986598,AGMI,F5690,,,"18,80",19,"-0,74",14,"1,07",31,"1,17",19,"1,48",35,"0,80",12,"1,08",12,"7,47",23,"12,18",25,"22,15",30,"17,46",21,"5,61",11
3986549,AGMI,F5615,,,"18,73",20,"-0,66",12,"0,53",30,"0,59",34,"1,71",35,"2,65",15,"3,77",14,"5,75",18,"10,10",19,"15,08",29,"17,67",31,"9,22",10
4794888,AGMI,G2303,,,"18,65",18,"-0,44",8,"0,51",30,"0,82",34,"0,13",35,"3,79",10,"5,25",10,"6,13",23,"10,44",24,"17,10",29,"21,87",32,"6,40",6
4794230,AGMI,G1670,,,"18,62",17,"-0,55",6,"0,66",31,"0,56",16,"1,77",34,"2,28",8,"3,14",8,"7,54",23,"12,00",25,"19,50",29,"17,17",32,"5,18",6
3197450,AGMI,F330,,,"18,62",24,"-0,85",17,"0,68",20,"1,71",37,"2,53",34,"3,16",19,"4,39",19,"6,97",26,"11,65",27,"20,58",28,"20,40",34,"7,87",15
5074800,AGMI,G3265,,,"18,46",18,"-0,43",7,"1,19",30,"1,62",35,"0,77",35,"2,64",9,"3,55",9,"6,54",23,"11,13",24,"16,91",29,"19,75",32,"3,45",6
3383748,AGMI,F1971,,,"18,36",20,"-0,73",17,"0,58",20,"0,64",20,"1,54",24,"3,45",19,"4,55",19,"7,95",21,"12,02",21,"16,79",22,"19,42",22,"8,76",16
2368059,AGMI,E324,,G,"18,33",42,"-0,41",27,"0,24",49,"0,20",52,"1,87",48,"0,92",33,"0,86",33,"8,11",44,"12,27",47,"17,87",50,"21,94",52,"5,94",18
5074164,AGMI,G2442,,,"18,24",21,"-0,75",13,"0,50",31,"0,51",33,"0,96",35,"3,77",14,"5,02",14,"7,17",19,"12,06",19,"20,16",30,"16,77",31,"7,55",9
5074187,AGMI,G2484,,,"18,10",22,"-1,16",14,"0,48",32,"0,49",34,"0,25",35,"0,90",10,"1,61",10,"5,48",23,"9,67",25,"19,38",30,"16,41",32,"11,62",9
4793878,AGMI,G1272,,,"18,03",16,"-0,69",7,"1,00",30,"0,98",15,"0,99",33,"2,23",9,"3,04",9,"6,81",19,"10,90",21,"20,90",26,"22,86",29,"7,22",6
5075295,AGMI,G3693,,,"18,02",17,"-0,35",5,"0,69",30,"0,69",34,"2,38",35,"2,48",8,"3,29",8,"7,38",22,"11,59",24,"18,20",29,"25,36",31,"2,40",4
4527219,AGMI,F9080,,,"18,00",20,"-1,07",12,"0,98",29,"1,25",33,"1,04",32,"2,75",13,"3,77",13,"5,39",18,"9,52",18,"16,60",28,"17,17",30,"8,03",10
3386088,AGMI,F1962,,,"17,92",22,"-0,28",14,"1,56",31,"1,86",35,"0,86",22,"1,37",15,"1,71",14,"7,10",24,"11,71",26,"21,70",30,"25,22",32,"5,16",11
4794566,AGMI,G1685,,,"17,86",16,"-0,64",7,"0,51",29,"0,93",33,"0,87",33,"3,48",8,"4,73",8,"6,95",19,"11,71",20,"16,85",26,"16,99",28,"6,47",6
5074193,AGMI,G2496,,,"17,85",22,"-0,69",13,"0,99",32,"1,58",35,"1,15",35,"1,76",12,"2,34",12,"6,79",24,"11,38",26,"18,04",31,"14,52",33,"6,87",10
3986944,AGMI,F5991,,,"17,83",22,"-0,29",14,"0,51",32,"0,49",36,"1,11",35,"2,12",16,"2,76",16,"7,36",25,"13,04",26,"20,55",31,"21,47",32,"3,79",12
4794590,AGMI,G1700,,,"17,80",17,"-0,63",9,"0,86",30,"1,29",34,"1,07",33,"2,37",10,"3,31",10,"7,85",21,"12,07",22,"15,63",27,"17,85",30,"6,74",8
5074755,AGMI,G2986,,,"17,71",18,"-0,73",7,"0,30",31,"0,44",35,"1,39",34,"0,96",8,"1,32",8,"5,59",22,"9,78",24,"16,92",29,"20,16",31,"4,00",5
5075465,AGMI,G3789,,,"17,64",15,"-0,71",7,"0,02",16,"-0,14",17,"1,40",34,"2,01",9,"2,92",9,"6,41",22,"10,38",22,"16,33",24,"16,66",24,"8,58",7
4230937,AGMI,F7156,,,"17,63",20,"-0,34",14,"1,00",19,"1,20",19,"0,33",35,"-0,22",14,"0,04",13,"8,48",24,"13,19",26,"22,75",30,"20,51",26,"8,06",10
4229838,AGMI,F7262,,,"17,58",17,"-0,18",10,"0,88",32,"0,87",18,"1,29",33,"2,66",11,"3,51",11,"7,57",24,"12,47",25,"19,41",30,"17,22",26,"6,57",8
4527490,AGMI,F9621,,,"17,58",18,"-0,26",15,"0,90",18,"0,85",19,"0,73",35,"1,58",16,"2,33",15,"8,38",18,"13,12",18,"18,70",21,"16,88",21,"8,51",11
4230904,AGMI,F7142,,,"17,55",20,"-0,60",13,"1,02",19,"1,42",19,"0,06",35,"-0,02",13,"-0,02",13,"7,96",24,"12,07",25,"19,61",30,"18,04",26,"6,03",11
4230928,AGMI,F7152,,,"17,51",20,"-0,46",14,"1,15",33,"0,85",20,"1,83",35,"1,12",14,"1,83",14,"6,80",24,"10,54",26,"23,46",31,"19,73",27,"9,19",12
5075246,AGMI,G3464,,,"17,47",15,"-0,19",4,"-0,19",30,"-0,63",33,"2,85",35,"3,01",6,"4,19",6,"9,14",16,"13,67",17,"17,36",29,"21,45",31,"3,50",4
4794925,AGMI,G2142,,,"17,43",17,"-0,85",8,"0,52",30,"0,62",33,"1,66",34,"1,57",9,"2,26",9,"9,04",20,"13,75",21,"14,16",26,"15,63",29,"7,59",7
3986505,AGMI,F6017,,,"17,39",20,"-0,61",12,"0,83",17,"0,91",17,"-0,73",34,"3,00",11,"4,16",11,"3,93",21,"6,67",23,"16,33",28,"15,67",31,"7,55",10
4230931,AGMI,F7151,,,"17,38",21,"-0,65",14,"0,74",19,"0,87",19,"1,92",35,"0,12",13,"0,00",13,"10,55",25,"14,85",26,"23,87",31,"21,14",27,"4,13",11
4794837,AGMI,G2250,,,"17,34",18,"-0,48",7,"0,18",30,"0,23",34,"0,90",35,"2,35",10,"3,05",9,"6,90",22,"11,51",23,"17,48",28,"16,70",31,"6,90",7
3383864,AGMI,F2022,,,"17,28",19,"-0,54",12,"0,72",16,"0,91",16,"0,63",33,"3,31",10,"4,62",10,"4,43",19,"7,81",21,"16,74",28,"19,57",29,"6,66",9
5075292,AGMI,G3475,,,"17,24",17,"-0,44",6,"-0,20",31,"-0,15",34,"3,98",34,"2,57",8,"3,48",8,"8,95",23,"13,55",25,"11,59",29,"14,31",31,"6,83",6
3986395,AGMI,F5417,,,"17,22",22,"-0,46",16,"1,17",33,"2,02",36,"-0,13",35,"2,36",18,"3,04",18,"5,20",20,"8,95",20,"20,08",31,"17,61",33,"4,93",14
3986730,AGMI,F5822,,,"17,22",21,"-0,78",14,"0,15",19,"0,31",19,"0,27",34,"1,48",15,"2,20",15,"5,93",25,"10,01",26,"13,25",27,"17,25",27,"6,22",11
3986359,AGMI,F5398,,,"17,16",16,"-0,77",12,"1,01",17,"1,42",17,"1,72",34,"1,04",14,"1,34",14,"5,67",17,"9,12",17,"26,43",28,"22,72",20,"4,90",10
3986815,AGMI,F5875,,,"17,13",17,"-0,52",11,"0,96",14,"1,12",14,"0,93",34,"3,28",9,"4,48",9,"5,59",21,"9,86",22,"16,59",23,"18,17",30,"7,38",9
4793919,AGMI,G1457,,,"17,13",18,"-0,49",11,"0,06",30,"0,58",16,"0,96",35,"2,98",11,"4,14",11,"5,96",22,"10,66",24,"17,18",29,"17,25",31,"7,57",8
5075355,AGMI,G3752,,,"17,13",18,"-0,73",8,"0,65",29,"0,45",34,"1,31",34,"2,19",10,"3,00",9,"7,62",22,"11,41",23,"17,26",28,"17,61",31,"5,32",7
5074349,AGMI,G3036,,,"17,10",16,"-0,61",6,"0,61",30,"0,84",35,"2,86",34,"1,63",8,"2,20",8,"6,73",22,"10,66",23,"19,44",28,"21,93",30,"3,06",5
3986523,AGMI,F5599,,,"17,06",19,"-1,17",14,"0,15",18,"0,26",19,"1,32",35,"0,94",16,"1,56",16,"5,42",20,"8,51",20,"14,35",22,"16,02",23,"5,25",11
5074205,AGMI,G2501,,,"17,03",21,"-0,63",12,"0,57",31,"1,28",34,"0,62",33,"1,81",9,"2,74",9,"5,41",21,"9,67",23,"18,24",29,"16,67",32,"9,79",7
5074534,AGMI,G2873,,,"17,03",17,"-0,85",6,"0,52",29,"0,38",33,"2,85",34,"0,97",8,"1,55",8,"8,47",22,"13,41",23,"18,38",28,"16,97",30,"5,10",5
4527306,AGMI,F9094,,,"17,02",20,"-0,88",16,"0,96",20,"0,88",20,"1,49",35,"1,88",17,"2,51",17,"5,70",20,"9,59",20,"15,64",22,"15,32",22,"6,63",11
3383805,AGMI,F1803,,,"17,00",19,"-0,61",9,"1,27",31,"1,83",35,"0,66",34,"3,17",13,"4,04",13,"4,66",17,"7,21",18,"21,38",30,"19,38",32,"5,52",9
4044046,AGMI,F6319,,,"17,00",15,"-0,73",11,"0,40",17,"0,44",17,"1,05",34,"2,39",13,"3,14",13,"4,85",18,"8,25",18,"15,95",20,"18,67",21,"7,24",10
4795026,AGMI,G2184,,,"17,00",18,"-0,65",8,"0,00",31,"-0,17",35,"2,06",34,"2,71",10,"3,75",10,"5,20",21,"8,90",22,"16,35",28,"18,98",31,"8,22",8
3198231,AGMI,F1398,,,"16,98",23,"-0,27",15,"0,92",32,"1,56",35,"1,40",23,"2,19",18,"2,83",18,"6,56",25,"11,11",26,"18,47",30,"18,78",33,"8,02",14
5075176,AGMI,G3418,,,"16,98",17,"-0,61",8,"0,38",30,"0,42",34,"0,85",32,"2,51",9,"3,43",9,"6,61",19,"10,18",20,"11,60",26,"13,12",29,"6,56",8
5074599,AGMI,G2696,,,"16,94",16,"-0,39",5,"0,17",30,"0,04",34,"2,52",34,"0,48",7,"0,65",7,"9,28",23,"14,12",24,"15,03",29,"15,34",31,"2,59",5
3986777,AGMI,F5743,,,"16,93",17,"-0,49",7,"0,97",31,"1,03",34,"2,15",34,"2,60",9,"3,59",9,"7,94",22,"12,28",24,"17,22",29,"16,36",31,"4,44",7
5074212,AGMI,G2721,,,"16,90",22,"-1,03",14,"0,87",31,"0,98",35,"1,94",35,"1,57",12,"2,18",12,"2,88",24,"5,89",25,"17,16",30,"18,37",32,"7,75",10
4793713,AGMI,G900,,,"16,89",16,"-0,34",6,"1,03",29,"1,19",18,"0,58",35,"3,73",7,"5,01",7,"4,75",16,"7,86",17,"18,01",28,"21,41",32,"6,57",5
5075270,AGMI,G3468,,,"16,89",17,"-0,64",6,"-0,23",29,"0,06",34,"1,11",32,"1,39",7,"2,11",7,"6,92",19,"10,63",21,"12,12",27,"14,72",29,"6,24",6
4794362,AGMI,G1889,,,"16,87",16,"-0,86",10,"0,26",30,"0,55",16,"0,52",35,"3,26",12,"4,42",12,"5,99",23,"9,78",24,"9,91",29,"14,64",25,"7,05",8
3986508,AGMI,F5610,,,"16,85",20,"-0,35",12,"1,03",30,"1,07",35,"1,98",34,"1,84",10,"2,29",10,"5,51",20,"9,01",22,"15,55",28,"20,37",31,"5,31",10
3986583,AGMI,F5567,,,"16,85",21,"-0,82",13,"0,66",17,"0,72",17,"1,08",35,"0,50",15,"0,64",15,"6,03",19,"9,37",19,"16,59",29,"15,18",31,"3,36",11
3986550,AGMI,F5621,,,"16,82",20,"-0,83",13,"0,56",16,"0,61",17,"1,49",34,"0,58",14,"0,75",14,"6,41",18,"10,32",18,"19,73",28,"18,69",31,"4,86",9
4044052,AGMI,F5876,,,"16,82",18,"-0,57",11,"0,13",19,"-0,10",19,"0,54",35,"2,99",14,"3,96",14,"4,18",18,"6,97",19,"12,71",21,"16,90",32,"7,46",10
4793653,AGMI,G896,,,"16,79",15,"-0,93",8,"0,09",23,"0,44",13,"1,34",34,"1,89",9,"2,74",9,"6,60",14,"10,18",15,"10,23",24,"15,50",29,"8,48",7
4794456,AGMI,G1535,,,"16,76",14,"-0,89",7,"0,77",29,"0,81",14,"0,71",34,"2,42",9,"3,32",9,"7,14",20,"11,32",22,"13,23",27,"13,28",23,"8,81",7
5074249,AGMI,G3043,,,"16,75",17,"-0,53",6,"0,04",31,"0,13",35,"1,41",35,"0,90",9,"1,33",9,"5,86",22,"9,27",23,"16,15",29,"20,53",31,"4,31",6
3198229,AGMI,F1411,,,"16,68",24,"-0,45",17,"0,81",21,"0,99",21,"0,98",24,"2,37",20,"3,11",20,"5,53",26,"8,25",27,"15,23",31,"17,33",33,"5,40",17
5074956,AGMI,G3305,,,"16,68",17,"-0,32",8,"0,59",31,"0,57",35,"-0,62",35,"1,69",9,"2,19",9,"5,53",23,"9,52",24,"15,15",29,"21,82",32,"3,99",6
4526933,AGMI,F9023,,,"16,67",16,"-0,47",7,"1,12",31,"1,81",34,"1,16",33,"1,21",8,"1,76",8,"4,76",16,"7,54",17,"19,67",29,"22,03",32,"4,92",5
4527403,AGMI,F9132,,,"16,66",22,"-0,74",14,"0,79",33,"1,07",36,"0,43",35,"-1,20",15,"-1,80",15,"7,24",20,"10,97",20,"17,46",31,"15,68",33,"5,04",9
2367789,AGMI,D9862,,G,"16,66",35,"-0,78",20,"0,62",42,"1,26",46,"1,75",39,"0,93",26,"1,36",25,"6,38",37,"9,64",39,"17,01",44,"21,71",46,"3,66",13
4794471,AGMI,G1959,,,"16,64",17,"-0,72",6,"0,21",30,"0,27",34,"0,49",35,"3,06",8,"4,02",8,"6,18",22,"10,45",23,"18,30",28,"18,01",31,"4,57",6
4230946,AGMI,F7181,,,"16,63",20,"-0,74",13,"0,84",31,"0,73",17,"1,23",34,"1,49",12,"2,35",12,"5,60",24,"9,11",26,"15,20",30,"15,89",25,"7,67",9
3986496,AGMI,F5506,,,"16,61",19,"-1,02",14,"0,11",19,"0,26",20,"1,17",35,"0,25",17,"0,52",17,"5,85",20,"8,62",21,"13,27",22,"13,82",22,"6,73",12
3986434,AGMI,F5468,,,"16,60",24,"-0,19",16,"1,19",33,"1,93",37,"-0,61",35,"1,30",19,"2,03",19,"5,50",26,"8,38",28,"20,25",32,"22,23",34,"6,58",13
3986882,AGMI,F6325,,,"16,60",19,"-0,55",12,"0,81",18,"0,81",18,"1,91",34,"2,34",10,"3,22",10,"5,49",21,"8,77",23,"11,37",29,"14,46",31,"6,63",10
4527195,AGMI,F9069,,,"16,60",22,"-0,89",14,"0,62",32,"0,30",35,"0,63",35,"-1,49",16,"-2,02",16,"6,08",20,"9,31",21,"18,99",32,"18,49",34,"4,34",10
5075014,AGMI,G3365,,,"16,60",16,"-0,32",6,"0,46",30,"0,38",34,"0,87",33,"3,99",7,"5,28",7,"6,93",18,"10,75",20,"15,75",26,"15,22",29,"7,94",6
3986361,AGMI,F5397,,,"16,59",19,"-0,89",14,"0,09",19,"0,23",19,"1,91",35,"1,95",16,"2,89",16,"5,91",19,"9,04",19,"15,28",21,"15,95",22,"4,51",12
5074432,AGMI,G2796,,,"16,56",16,"-0,59",5,"1,06",29,"1,71",33,"2,54",34,"1,22",7,"1,87",7,"5,67",22,"8,59",23,"18,87",28,"21,49",30,"5,12",4
5075324,AGMI,G3711,,,"16,54",15,"-0,37",5,"-0,02",29,"0,06",33,"1,52",34,"1,38",6,"2,04",6,"6,74",20,"10,81",22,"18,77",28,"22,31",30,"5,04",5
5074829,AGMI,G3142,,,"16,52",16,"-0,58",6,"0,14",29,"0,12",33,"0,43",34,"1,00",6,"1,60",6,"6,08",19,"9,48",21,"17,48",26,"16,69",29,"6,12",5
3201768,AGMI,F117,,,"16,50",23,"-0,52",18,"0,45",22,"0,81",22,"0,58",23,"2,28",21,"3,00",21,"5,26",27,"9,62",28,"14,96",28,"16,38",28,"7,57",18
4527464,AGMI,F9130,,,"16,49",22,"0,05",14,"1,42",32,"1,50",36,"0,72",35,"-0,13",16,"-0,27",16,"5,84",19,"10,31",20,"18,73",31,"18,24",33,"4,62",11
4527119,AGMI,F9047,,,"16,48",22,"-0,93",14,"0,24",32,"-0,04",35,"1,19",34,"-1,72",15,"-2,48",15,"5,85",20,"9,02",20,"20,50",31,"16,52",33,"4,11",10
3986757,AGMI,F5846,,,"16,45",24,"-0,60",17,"0,89",21,"1,45",37,"0,94",36,"1,87",19,"2,36",19,"5,36",25,"9,42",27,"16,92",26,"18,13",33,"3,41",15
5074308,AGMI,G3074,,,"16,45",16,"-0,58",6,"0,53",30,"0,58",34,"1,91",35,"0,83",7,"1,26",7,"5,64",21,"9,22",23,"18,29",28,"20,79",31,"5,63",5
3986368,AGMI,F5394,,,"16,44",18,"-1,17",14,"-0,05",17,"0,06",17,"1,34",34,"0,30",14,"0,72",14,"6,10",19,"8,67",19,"12,78",21,"15,11",21,"6,72",10
3383839,AGMI,F2011,,,"16,40",22,"-0,69",17,"0,65",18,"0,79",18,"2,61",35,"1,59",18,"2,07",18,"6,40",20,"10,95",20,"16,54",31,"16,55",33,"7,95",15
5074609,AGMI,G2903,,,"16,38",19,"-0,51",9,"0,20",32,"0,29",36,"2,10",35,"2,17",10,"3,10",10,"5,40",24,"8,97",25,"15,31",30,"17,70",33,"5,63",7
4794252,AGMI,G2007,,,"16,33",18,"-0,52",9,"0,59",30,"0,79",16,"0,66",35,"2,81",10,"3,85",10,"6,36",22,"10,44",24,"14,53",29,"15,33",32,"8,21",7
4794716,AGMI,G1773,,,"16,32",17,"-1,03",8,"0,26",29,"0,56",33,"0,95",33,"1,31",9,"1,86",9,"6,69",20,"10,28",21,"12,36",26,"14,86",29,"7,05",7
3986529,AGMI,F5598,,,"16,31",20,"-0,42",12,"0,41",30,"0,64",34,"1,02",34,"2,49",14,"3,10",14,"4,37",17,"8,10",18,"15,41",27,"16,62",30,"5,18",10
3986886,AGMI,F5954,,,"16,31",21,"-1,03",13,"-0,01",32,"0,25",19,"0,91",35,"0,42",15,"0,89",15,"5,17",25,"8,67",27,"16,09",31,"17,18",26,"5,70",12
3198340,AGMI,F1619,,,"16,30",21,"-0,65",15,"0,55",19,"0,61",19,"1,24",35,"2,38",17,"3,39",17,"6,22",25,"9,89",25,"14,45",27,"14,37",26,"6,28",14
3986981,AGMI,F6357,,,"16,29",20,"-0,60",11,"0,25",30,"-0,11",34,"1,15",34,"0,95",10,"1,58",10,"5,20",20,"8,32",20,"15,39",27,"16,85",30,"7,82",10
4793794,AGMI,G1109,,,"16,27",15,"-0,29",4,"0,29",23,"0,36",13,"1,70",35,"0,83",7,"1,16",7,"8,08",17,"12,67",18,"17,67",25,"16,81",32,"2,86",5
3986392,AGMI,F5427,,,"16,24",23,"-0,92",15,"-0,10",33,"-0,16",36,"2,63",36,"-0,34",17,"-0,34",17,"5,31",20,"8,34",20,"15,06",31,"14,90",33,"6,40",12
5075263,AGMI,G3651,,,"16,21",19,"-0,51",9,"0,77",32,"1,34",36,"0,51",34,"3,23",11,"4,51",11,"4,43",24,"8,50",25,"15,16",31,"19,47",33,"6,03",7
5075233,AGMI,G3637,,,"16,20",18,"-0,74",8,"0,31",31,"0,92",35,"1,63",35,"1,19",8,"1,69",8,"7,84",23,"11,96",25,"15,00",30,"17,47",31,"4,84",7
5074209,AGMI,G2503,,,"16,19",22,"-0,74",14,"0,64",31,"1,08",36,"1,20",35,"1,85",12,"2,56",12,"5,80",23,"9,61",25,"14,29",30,"11,03",32,"7,67",10
4793648,AGMI,G897,,,"16,17",14,"-0,74",7,"0,60",23,"0,88",13,"1,18",33,"1,29",8,"1,76",8,"7,28",14,"11,34",15,"11,90",24,"16,46",29,"6,02",6
4230916,AGMI,F7321,,,"16,16",20,"-0,82",13,"0,24",32,"1,16",19,"1,41",35,"-0,64",12,"-0,84",12,"7,29",24,"11,04",25,"17,69",30,"14,36",26,"5,35",10
4794194,AGMI,G1663,,,"16,16",17,"-0,40",7,"1,16",30,"1,50",16,"-0,04",33,"2,51",9,"3,54",9,"4,82",22,"8,05",24,"15,17",29,"17,38",32,"4,99",6
4044054,AGMI,F5911,,,"16,14",18,"-0,54",11,"0,74",30,"1,23",33,"0,39",35,"2,20",14,"2,90",14,"3,69",18,"6,58",18,"12,50",29,"15,26",30,"7,46",10
4230030,AGMI,F7446,,,"16,14",17,"-0,26",10,"0,59",18,"0,83",18,"0,13",35,"2,02",12,"2,71",11,"6,07",24,"10,40",26,"14,54",26,"13,58",27,"8,15",9
5074392,AGMI,G3037,,,"16,14",17,"-0,32",7,"1,71",31,"2,26",35,"2,72",34,"1,27",9,"1,77",9,"5,62",23,"9,04",24,"14,08",29,"16,86",31,"3,12",7
5075055,AGMI,G3515,,,"16,13",17,"-0,88",6,"0,47",31,"0,80",36,"0,66",35,"1,58",9,"2,26",8,"5,62",22,"9,32",24,"15,43",29,"19,51",32,"6,63",6
4230907,AGMI,F7306,,,"16,10",20,"-0,68",13,"0,55",18,"0,82",18,"0,50",35,"-0,46",12,"-0,73",12,"7,78",24,"11,90",26,"20,45",31,"16,82",27,"4,50",11
3986876,AGMI,F5948,,,"16,08",22,"-1,10",14,"-0,02",19,"0,12",19,"1,05",35,"0,35",15,"0,66",15,"5,69",25,"9,06",26,"13,41",31,"16,21",32,"6,01",11
4794093,AGMI,G1613,,,"16,07",16,"-0,26",4,"0,55",30,"0,47",15,"1,53",35,"2,10",6,"2,88",6,"6,53",22,"10,25",24,"13,53",29,"14,79",32,"5,62",5
4230921,AGMI,F7331,,,"16,05",23,"-0,38",14,"0,82",33,"0,99",37,"2,01",35,"0,46",13,"0,55",13,"6,76",25,"9,66",26,"21,11",31,"18,59",33,"4,08",11
5075147,AGMI,G3595,,,"16,04",17,"-0,20",7,"1,03",30,"0,95",35,"1,78",35,"1,70",9,"2,40",9,"7,19",21,"11,38",23,"16,67",29,"15,96",31,"4,06",6
5074935,AGMI,G3308,,,"16,01",17,"-0,72",6,"-0,08",29,"-0,17",34,"1,84",34,"2,50",7,"3,43",7,"7,05",21,"9,34",22,"17,88",28,"18,86",30,"5,20",6
5074697,AGMI,G2969,,,"15,98",17,"-0,47",6,"0,50",30,"0,65",35,"1,81",33,"1,60",7,"2,18",7,"5,09",21,"8,17",23,"14,59",28,"18,84",31,"5,00",5
3986609,AGMI,F5689,,,"15,97",21,"-0,48",13,"0,61",30,"0,79",34,"3,47",34,"1,27",10,"1,63",10,"7,08",22,"11,08",23,"19,76",29,"19,45",31,"4,06",9
5074330,AGMI,G3014,,,"15,97",16,"-0,39",6,"0,52",29,"0,80",34,"1,67",34,"2,97",7,"4,07",6,"5,32",21,"9,48",22,"21,09",28,"21,96",30,"4,89",5
3986455,AGMI,F5371,,,"15,93",20,"-0,87",13,"0,02",17,"0,12",18,"1,37",35,"0,48",15,"0,91",15,"5,74",18,"9,28",18,"16,38",30,"17,57",32,"5,37",11
3384712,AGMI,F2939,,,"15,91",21,"-0,81",15,"-0,08",32,"0,36",18,"0,01",35,"3,77",16,"5,18",16,"5,36",25,"8,56",26,"12,60",31,"15,59",26,"7,33",13
