CGA ,Série ,RGN ,RGD ,Genotipado ,IGe,ACC_IGe,DIPP,ACC_DIPP,DPE365,ACC_DPE365,DPE450,ACC_DPE450,DPN,ACC_DPN,MP120,ACC_MP120,MP210,ACC_MP210,DP120,ACC_DP120,DP210,ACC_DP210,DP365,ACC_DP365,DP450,ACC_DP450,DPAC,ACC_DPAC
2804818,AGMI,E4639,,,"4,06",12,"0,27",4,"0,04",25,"0,55",30,"0,34",28,"0,50",6,"0,69",6,"1,98",15,"3,04",16,"1,20",21,"2,45",24,"1,67",4
2921799,AGMI,E6022,,,"4,06",11,"-0,32",3,"-0,17",24,"0,08",30,"-1,32",27,"0,84",5,"1,19",5,"-0,02",14,"1,06",15,"6,26",20,"6,97",23,"1,42",3
2920952,AGMI,E7583,,,"4,06",17,"-0,34",7,"-0,05",15,"0,14",15,"0,44",32,"0,67",9,"0,96",9,"1,74",21,"3,55",22,"-0,17",27,"-0,70",30,"4,92",6
2922076,AGMI,E7939,,,"4,06",8,"-0,21",3,"0,23",5,"0,13",5,"0,07",27,"1,25",5,"1,74",5,"1,32",14,"1,23",14,"4,00",14,"2,86",14,"2,01",3
3057271,AGMI,E8261,,,"4,06",9,"-0,43",4,"0,05",7,"0,32",6,"0,70",27,"1,35",7,"1,88",7,"1,35",8,"2,75",8,"4,99",20,"1,34",22,"3,34",4
3085177,AGMI,E8864,,,"4,06",11,"0,04",4,"0,14",7,"0,18",6,"-0,21",28,"0,24",4,"0,38",4,"0,80",14,"1,53",15,"4,58",21,"2,43",24,"3,58",5
3085354,AGMI,E8988,,,"4,06",13,"0,04",6,"0,32",25,"0,35",29,"0,59",27,"-0,03",5,"-0,19",5,"1,35",14,"2,13",15,"5,97",21,"5,43",24,"0,94",5
3085394,AGMI,E8765,,,"4,06",18,"-0,14",7,"0,24",31,"0,59",35,"-0,34",35,"1,11",11,"1,76",11,"0,85",21,"2,14",22,"3,79",29,"0,07",32,"3,55",6
3086149,AGMI,E9740,,,"4,06",12,"-0,26",6,"0,13",5,"0,13",4,"0,29",10,"0,01",4,"0,02",4,"1,16",13,"1,71",14,"0,54",20,"2,96",23,"0,59",5
3202118,AGMI,F1101,,,"4,06",12,"-0,27",3,"0,33",6,"0,52",30,"0,76",28,"1,10",5,"1,54",5,"1,32",15,"2,44",16,"3,01",21,"1,65",24,"2,02",3
1204677,AGMI,C7159,,,"4,06",10,"-0,20",6,"0,01",10,"0,04",11,"0,12",29,"0,11",4,"0,17",4,"2,39",13,"3,61",14,"6,80",22,"7,40",24,"1,31",2
526077,AGMI,B8710,,,"4,06",16,"0,55",8,"-0,10",28,"0,56",33,"0,63",31,"1,32",10,"2,07",10,"0,33",19,"-0,07",20,"3,30",25,"8,49",28,"-0,33",7
526129,AGMI,B8774,,,"4,06",16,"0,29",7,"-0,43",28,"-0,34",33,"0,64",30,"-0,09",10,"0,17",10,"2,17",18,"3,04",20,"0,07",25,"2,65",27,"0,39",7
1204521,AGMI,C6964,,,"4,06",15,"-0,41",9,"0,15",14,"0,16",13,"0,37",34,"0,94",12,"1,20",12,"1,12",22,"2,56",23,"2,92",24,"3,62",23,"2,91",8
1204671,AGMI,C7126,,,"4,06",6,"-0,11",2,"0,19",2,"0,27",2,"0,46",26,"1,08",2,"1,51",2,"1,25",11,"1,70",10,"4,30",12,"4,75",12,"1,18",2
1224236,AGMI,C8178,,,"4,06",16,"-0,40",9,"0,35",29,"-0,11",13,"-0,38",35,"0,02",13,"-0,08",13,"0,45",23,"0,52",24,"0,68",29,"1,19",24,"2,30",9
1441227,AGMI,D139,,,"4,06",6,"-0,35",2,"0,23",2,"0,25",2,"0,55",26,"0,79",3,"1,01",3,"2,04",12,"3,32",13,"6,73",12,"3,79",13,"1,69",1
1737349,AGMI,D4008,,,"4,06",6,"-0,22",5,"0,02",22,"0,08",5,"0,41",8,"1,70",6,"2,26",6,"1,33",6,"2,20",6,"6,91",19,"6,17",7,"0,47",4
1737427,AGMI,D3343,,,"4,06",20,"-0,38",12,"-0,03",32,"-0,23",36,"0,34",23,"2,66",16,"3,76",15,"-1,09",19,"-1,54",20,"1,28",31,"-3,27",33,"5,79",11
1737480,AGMI,D3315,,,"4,06",15,"0,03",10,"-0,22",30,"-0,13",16,"-0,02",34,"0,88",15,"1,06",15,"1,51",18,"1,85",19,"2,51",30,"-0,76",21,"2,70",10
1741343,AGMI,D4788,,,"4,06",12,"-0,20",4,"-0,27",25,"-0,56",30,"0,46",6,"-0,14",6,"-0,10",6,"2,66",14,"3,28",15,"1,20",20,"3,77",23,"1,58",3
1967371,AGMI,D5827,,,"4,06",13,"-0,30",7,"-0,09",15,"-0,05",14,"0,28",18,"0,96",11,"1,27",10,"-0,50",21,"-1,36",22,"2,11",23,"1,60",23,"2,27",7
319128,AGMI,B6359,,,"4,05",15,"-0,15",6,"-0,03",28,"-0,07",33,"0,53",32,"1,69",10,"2,47",10,"1,71",19,"2,52",20,"0,92",25,"4,50",27,"2,71",6
632499,AGMI,C558,,,"4,05",20,"-0,06",12,"-0,31",31,"-0,19",35,"-0,30",33,"1,66",17,"2,48",17,"-0,07",23,"-0,56",25,"1,39",29,"4,64",32,"-0,59",12
790663,AGMI,C2456,,,"4,05",16,"-0,47",7,"0,17",30,"0,39",33,"-0,42",33,"-0,96",11,"-1,03",11,"1,13",20,"3,42",21,"0,48",27,"1,19",29,"1,69",7
1439962,AGMI,C8653,,,"4,05",15,"-0,20",9,"-0,05",16,"0,26",15,"-0,15",33,"-0,11",13,"-0,28",13,"0,54",21,"0,77",22,"0,39",22,"1,48",22,"0,98",8
1561647,AGMI,D809,,,"4,05",19,"-0,14",9,"0,03",15,"0,06",15,"-0,64",22,"-0,05",14,"0,04",14,"0,85",23,"1,46",25,"-2,58",30,"-0,39",32,"1,81",10
1562901,AGMI,D2220,,,"4,05",15,"-0,11",8,"0,02",11,"-0,05",11,"0,54",20,"1,35",11,"1,87",11,"0,25",21,"0,86",22,"2,14",22,"2,96",23,"0,36",8
1738051,AGMI,D4150,,,"4,05",19,"-0,38",10,"-0,14",15,"-0,05",34,"-0,82",34,"-0,62",14,"-0,67",14,"-1,84",23,"-2,16",24,"1,35",29,"3,75",31,"3,43",10
3202179,AGMI,F1679,,,"4,05",9,"-0,31",4,"-0,10",6,"0,04",5,"-0,06",9,"-0,12",6,"-0,06",6,"0,65",14,"1,99",15,"1,80",15,"3,12",15,"3,35",4
3198291,AGMI,F1469,,,"4,05",16,"-0,70",7,"0,25",17,"0,21",17,"0,74",20,"1,44",14,"2,02",13,"0,14",21,"0,35",23,"5,83",28,"3,68",31,"1,83",9
3402927,AGMI,F1964,,,"4,05",9,"0,10",2,"0,16",4,"0,18",28,"-0,07",7,"0,25",3,"0,40",3,"0,92",5,"1,54",5,"-0,06",6,"6,19",22,"1,71",2
3664484,AGMI,F3766,,,"4,05",15,"0,04",5,"-0,04",15,"-0,06",13,"1,80",33,"1,08",9,"1,58",9,"2,82",15,"4,16",16,"-0,21",28,"1,83",30,"3,05",6
3987011,AGMI,F6107,,,"4,05",13,"-0,26",5,"0,16",12,"0,19",12,"3,21",34,"1,87",7,"2,37",7,"2,19",21,"1,62",23,"0,71",23,"1,05",24,"1,74",5
4552699,AGMI,F8015,,,"4,05",5,"-0,25",3,"0,02",7,"0,08",7,"-0,74",28,"1,23",5,"1,61",5,"0,85",6,"0,91",6,"1,71",8,"2,80",8,"4,05",3
4230359,AGMI,F8425,,,"4,05",11,"-0,28",1,"-0,36",24,"-0,37",30,"-0,67",27,"0,39",4,"0,57",4,"2,39",12,"3,50",13,"0,23",20,"4,58",23,"1,96",1
4529314,AGMI,F8689,,,"4,05",4,"-0,28",2,"0,11",4,"0,12",5,"1,13",27,"0,63",4,"0,86",4,"0,47",5,"0,87",6,"2,99",7,"3,50",6,"3,52",3
4527900,AGMI,F9998,,,"4,05",10,"-0,12",1,"0,01",5,"-0,10",5,"-0,96",27,"1,25",4,"1,79",4,"0,32",14,"0,59",15,"4,87",21,"5,84",23,"1,14",1
5074261,AGMI,G2513,,,"4,05",12,"-0,30",3,"0,11",25,"-0,36",30,"-0,25",27,"0,46",4,"0,64",4,"1,71",14,"2,52",15,"1,30",21,"1,91",23,"1,80",3
1968063,AGMI,D7159,,,"4,05",15,"0,13",8,"0,04",13,"0,30",13,"0,02",20,"1,42",12,"1,85",12,"1,92",22,"2,46",23,"2,39",24,"4,96",24,"0,60",8
2210004,AGMI,D7894,,,"4,05",12,"-0,41",5,"0,10",4,"0,07",4,"0,44",11,"0,51",5,"0,75",5,"0,83",14,"1,15",15,"2,48",20,"2,92",23,"1,92",6
2276879,AGMI,D8069,,,"4,05",10,"-0,14",3,"0,12",5,"0,16",5,"0,20",8,"-0,10",5,"-0,11",4,"1,84",14,"2,68",15,"2,56",20,"3,11",23,"1,56",3
2210742,AGMI,D8942,,,"4,05",13,"-0,40",6,"-0,03",23,"0,35",30,"0,70",11,"0,02",6,"0,16",6,"0,00",14,"0,55",15,"-2,06",20,"1,33",24,"2,30",5
2386793,AGMI,E372,,,"4,05",8,"-0,20",3,"0,20",5,"0,21",5,"-0,23",8,"-0,25",5,"-0,28",5,"1,79",13,"2,99",14,"5,67",20,"5,99",13,"0,82",3
2368614,AGMI,E1221,,,"4,05",18,"-0,34",8,"-0,12",30,"-0,61",34,"0,04",34,"0,82",12,"1,19",12,"2,48",22,"4,13",24,"-0,08",28,"-3,58",30,"2,34",8
2804337,AGMI,E4691,,,"4,05",12,"-0,03",2,"-0,09",25,"0,25",30,"0,73",27,"0,24",5,"0,34",5,"1,17",14,"2,20",15,"0,55",21,"4,98",24,"1,22",3
2802722,AGMI,E5370,,,"4,05",17,"-0,33",7,"0,37",30,"0,37",34,"0,59",34,"0,79",12,"1,15",12,"0,37",22,"0,46",23,"-2,83",29,"-0,05",31,"2,80",8
2802772,AGMI,E5467,,,"4,05",18,"-0,25",7,"-0,37",30,"-0,42",35,"0,87",34,"-0,40",11,"-0,56",11,"2,39",22,"3,28",23,"-1,54",29,"1,76",31,"2,34",7
3057149,AGMI,E7976,,,"4,05",10,"-0,13",2,"0,91",24,"0,99",28,"0,40",27,"-0,16",4,"-0,20",4,"1,06",13,"1,98",15,"9,88",20,"9,32",23,"1,05",2
3086315,AGMI,E9855,,,"4,05",18,"-0,34",8,"0,14",16,"0,17",17,"-0,45",21,"-0,19",12,"-0,11",12,"-0,69",23,"-2,03",24,"-3,76",29,"-1,12",32,"1,79",8
3197237,AGMI,F199,,,"4,05",19,"-0,52",8,"-0,16",18,"-0,05",19,"-0,17",23,"2,13",13,"2,99",13,"-2,12",24,"-3,01",26,"0,05",31,"1,37",33,"5,47",9
2210075,AGMI,D7930,,,"4,04",15,"-0,10",4,"0,43",28,"0,52",33,"0,44",31,"0,08",8,"0,20",8,"1,28",20,"2,35",21,"3,79",27,"3,47",30,"2,66",4
2801905,AGMI,E3841,,,"4,04",16,"-0,21",8,"0,18",18,"0,11",19,"-0,78",35,"-1,19",13,"-1,58",13,"1,19",23,"1,49",25,"1,07",21,"3,40",22,"1,13",8
2920429,AGMI,E6794,,,"4,04",21,"-0,11",11,"-0,19",32,"-0,34",35,"1,01",35,"1,82",16,"2,50",16,"1,57",25,"1,33",26,"0,56",30,"-0,61",32,"2,24",11
2921722,AGMI,E7082,,,"4,04",12,"-0,04",3,"0,73",25,"1,23",30,"-0,11",27,"-0,10",5,"-0,05",5,"0,78",14,"0,90",15,"4,02",21,"5,11",24,"1,87",3
3057206,AGMI,E8159,,,"4,04",9,"-0,21",2,"0,36",3,"0,45",3,"-0,93",27,"0,85",4,"1,12",4,"0,15",13,"0,08",15,"3,91",20,"7,82",23,"1,41",2
3086043,AGMI,E9714,,,"4,04",11,"-0,10",3,"0,01",24,"-0,10",29,"-0,08",8,"0,95",4,"1,29",4,"3,13",14,"4,83",15,"0,67",20,"3,68",23,"1,44",3
1204610,AGMI,C7094,,,"4,04",19,"-0,15",11,"-0,05",17,"0,00",18,"-0,27",35,"-0,51",16,"-0,84",16,"0,64",22,"0,82",24,"-0,99",28,"0,71",30,"-0,24",7
622690,AGMI,B9954,,,"4,04",9,"0,17",4,"-0,33",24,"-0,26",5,"1,21",27,"0,00",6,"0,01",6,"2,56",14,"4,21",15,"4,68",20,"6,60",14,"0,38",4
622880,AGMI,C294,,,"4,04",12,"-0,20",3,"-0,09",25,"-0,13",30,"-0,94",26,"0,88",6,"1,06",6,"0,75",14,"1,07",15,"2,20",20,"2,91",23,"1,49",4
999172,AGMI,C5171,,,"4,04",17,"-0,49",9,"-0,07",13,"0,02",33,"-0,38",32,"1,08",12,"1,37",12,"-0,25",20,"0,27",22,"2,55",21,"4,50",29,"3,08",8
1204986,AGMI,C7540,,,"4,04",12,"-0,51",6,"-0,03",11,"-0,12",10,"-0,48",32,"0,44",8,"0,49",8,"1,71",19,"2,87",20,"4,48",21,"4,74",21,"0,90",5
1440042,AGMI,C8728,,,"4,04",6,"0,22",1,"0,09",5,"0,18",4,"1,41",26,"0,38",4,"0,58",4,"2,59",12,"4,58",13,"4,43",12,"6,91",12,"0,19",2
1441447,AGMI,D352,,,"4,04",17,"-0,07",11,"-0,27",17,"-0,22",18,"0,45",33,"-0,14",16,"-0,07",16,"2,23",22,"3,70",24,"2,07",24,"1,56",25,"3,05",12
1561698,AGMI,D853,,,"4,04",13,"-0,31",7,"0,03",12,"-0,15",12,"-0,06",19,"1,41",9,"1,78",9,"1,93",20,"4,24",21,"3,57",21,"1,99",22,"0,70",7
1561830,AGMI,D1028,,,"4,04",17,"-0,53",10,"0,18",16,"0,46",17,"0,44",22,"-1,60",14,"-1,97",14,"0,51",23,"1,18",25,"2,52",25,"4,43",26,"0,49",9
1562457,AGMI,D1756,,,"4,04",16,"-0,50",10,"-0,11",16,"-0,10",15,"0,41",20,"-1,10",15,"-1,33",15,"0,65",22,"0,49",24,"1,80",24,"2,26",24,"3,05",11
1967157,AGMI,D5378,,,"4,04",17,"-0,22",8,"0,03",16,"-0,40",16,"-0,30",20,"1,99",12,"2,65",12,"0,82",22,"1,85",23,"0,59",24,"2,67",25,"1,11",8
3663254,AGMI,F4414,,,"4,04",10,"-0,21",2,"-0,21",5,"-0,04",4,"0,20",8,"0,19",4,"0,29",4,"2,29",13,"4,23",14,"5,59",20,"5,44",22,"0,56",3
3663937,AGMI,F4928,,,"4,04",15,"-0,13",6,"0,35",15,"0,34",15,"1,12",34,"1,29",9,"1,74",9,"-0,50",22,"0,34",23,"3,90",24,"1,00",24,"0,24",6
4529313,AGMI,F8652,,,"4,04",8,"-0,16",2,"0,08",5,"0,16",5,"-0,41",27,"-0,30",4,"-0,24",4,"0,37",5,"1,27",6,"3,21",7,"8,74",23,"0,57",2
4527234,AGMI,F9172,,,"4,04",8,"-0,34",2,"0,15",4,"0,28",5,"-0,65",27,"-0,20",4,"-0,14",4,"-0,33",5,"-0,33",6,"6,14",20,"6,42",22,"1,94",1
4527774,AGMI,F9876,,,"4,04",11,"-0,19",3,"0,42",25,"0,49",29,"-0,71",28,"0,88",5,"1,12",4,"0,58",14,"1,08",15,"-0,43",21,"0,14",23,"3,27",3
5075376,AGMI,G3820,,,"4,04",12,"-0,34",2,"0,75",27,"0,86",32,"0,48",11,"1,13",3,"1,71",3,"0,34",16,"0,80",17,"1,16",23,"0,86",25,"2,59",2
3198382,AGMI,F1535,,,"4,03",16,"-0,59",8,"0,43",12,"0,49",13,"-0,50",20,"0,03",8,"0,13",8,"1,13",19,"2,01",21,"1,04",27,"-2,10",30,"4,58",7
3384364,AGMI,F2741,,,"4,03",15,"-0,19",4,"-0,10",15,"-0,23",16,"-0,67",34,"1,75",8,"2,54",8,"0,76",22,"0,40",24,"2,53",30,"4,14",32,"1,92",5
3986350,AGMI,F5336,,,"4,03",11,"-0,34",5,"0,34",14,"0,42",15,"-1,84",20,"0,84",6,"1,20",6,"-0,68",15,"-1,42",16,"-0,20",18,"3,13",18,"2,71",4
3987645,AGMI,F6920,,,"4,03",8,"-0,11",3,"0,26",5,"0,27",5,"0,53",8,"-0,58",4,"-0,76",4,"1,73",12,"2,48",12,"-1,21",19,"3,37",13,"1,42",2
4552575,AGMI,F7517,,,"4,03",6,"0,13",4,"0,10",6,"0,11",6,"-0,47",28,"1,97",6,"2,77",6,"0,80",6,"1,58",6,"3,13",8,"2,30",9,"2,55",4
4229832,AGMI,F7553,,,"4,03",13,"-0,25",4,"-0,28",26,"-0,65",31,"-0,22",28,"0,60",6,"0,91",6,"0,88",15,"1,54",16,"3,64",22,"1,10",24,"2,90",4
4231189,AGMI,F8323,,,"4,03",7,"-0,17",2,"0,03",4,"0,03",4,"0,71",27,"1,25",3,"1,78",3,"1,71",13,"3,55",14,"6,56",19,"4,85",11,"2,17",1
4528431,AGMI,G663,,,"4,03",8,"-0,24",3,"-0,02",6,"-0,11",5,"0,23",8,"0,14",5,"0,25",5,"0,59",14,"1,83",15,"-0,24",14,"1,21",14,"2,45",3
1968085,AGMI,D7174,,,"4,03",7,"-0,27",3,"0,21",4,"0,15",3,"0,07",7,"0,10",5,"0,19",5,"2,10",12,"3,38",11,"5,30",13,"5,67",12,"0,07",2
2276973,AGMI,D8501,,,"4,03",12,"-0,08",3,"0,03",25,"-0,15",30,"0,02",27,"0,10",6,"0,25",6,"1,67",14,"2,33",15,"4,83",21,"4,54",23,"0,11",4
2386254,AGMI,E87,,,"4,03",12,"-0,21",4,"0,46",25,"0,63",30,"0,15",9,"0,04",6,"0,09",6,"0,33",14,"0,80",15,"2,30",21,"5,65",23,"1,57",4
2632807,AGMI,E3601,,,"4,03",14,"0,20",6,"-0,16",28,"-0,41",32,"-1,13",29,"1,56",8,"2,28",8,"0,95",18,"2,90",19,"-1,10",25,"2,76",27,"-0,03",6
2921561,AGMI,E5903,,,"4,03",11,"-0,25",3,"0,14",6,"0,12",6,"-0,95",27,"0,98",4,"1,37",4,"0,26",14,"0,75",15,"2,51",20,"3,23",23,"2,23",3
2921447,AGMI,E6044,,,"4,03",10,"-0,16",2,"0,10",6,"0,18",6,"0,40",27,"-0,30",4,"-0,24",4,"0,99",13,"2,36",14,"5,77",20,"7,42",23,"0,57",2
2920667,AGMI,E7001,,,"4,03",18,"-0,69",10,"0,02",18,"-0,13",18,"0,50",35,"0,52",14,"0,69",14,"0,34",24,"1,51",25,"-0,70",26,"-0,97",27,"2,46",10
2920819,AGMI,E7344,,,"4,03",17,"0,05",7,"-0,12",30,"-0,26",35,"-0,12",34,"1,98",11,"2,74",11,"0,78",22,"1,48",23,"2,80",28,"1,13",31,"4,94",7
3057241,AGMI,E8148,,,"4,03",12,"0,01",6,"0,10",25,"-0,26",30,"1,44",28,"0,81",9,"1,18",9,"1,29",10,"2,15",10,"3,29",21,"-1,38",24,"3,30",6
3057094,AGMI,E8592,,,"4,03",16,"-0,10",5,"0,69",29,"1,15",33,"-0,08",34,"0,43",8,"0,56",8,"0,21",20,"0,68",22,"3,55",28,"2,96",30,"2,50",5
3085705,AGMI,E9248,,,"4,03",12,"-0,13",5,"-0,41",25,"-0,49",30,"0,18",27,"0,27",5,"0,35",5,"1,17",14,"2,44",15,"-1,46",21,"0,93",24,"4,33",5
3201915,AGMI,F295,,,"4,03",12,"-0,28",3,"0,00",6,"0,55",30,"-0,24",27,"0,82",5,"1,16",5,"0,78",14,"1,73",15,"2,51",15,"0,64",24,"1,95",3
3202024,AGMI,F748,,,"4,03",9,"-0,22",4,"0,52",6,"0,72",6,"0,60",9,"1,09",6,"1,37",6,"-0,03",14,"-0,27",15,"3,47",15,"3,52",14,"1,06",4
1224408,AGMI,C6594,,,"4,03",9,"0,20",4,"0,00",5,"-0,05",5,"0,11",8,"0,90",6,"1,09",6,"1,98",14,"3,20",15,"4,37",14,"4,38",14,"-0,64",5
1205413,AGMI,C8000,,,"4,03",17,"-0,24",9,"0,15",15,"-0,02",14,"0,97",32,"2,26",13,"3,19",13,"-0,87",22,"-1,30",24,"3,85",29,"4,82",31,"3,97",9
1440478,AGMI,C9275,,,"4,03",18,"-0,64",11,"0,25",19,"0,50",18,"0,87",35,"0,51",17,"0,57",16,"0,94",24,"1,68",26,"-0,38",27,"-1,27",27,"2,68",12
1440865,AGMI,C9754,,,"4,03",17,"-0,70",10,"-0,09",16,"0,10",16,"-0,76",35,"0,13",14,"0,26",14,"-0,67",23,"-0,52",24,"1,04",25,"2,02",26,"5,26",8
1441482,AGMI,D389,,,"4,03",14,"0,05",7,"0,00",11,"-0,19",11,"0,26",33,"0,66",9,"0,89",9,"1,44",20,"1,68",22,"2,61",21,"3,47",22,"0,86",7
1561621,AGMI,D789,,,"4,03",16,"-0,54",10,"-0,18",16,"-0,26",15,"0,36",20,"-1,05",15,"-1,36",15,"0,12",23,"-0,73",24,"-3,45",29,"2,94",24,"2,32",11
1563086,AGMI,D2436,,,"4,03",19,"-0,38",11,"-0,02",16,"0,31",16,"1,23",22,"0,02",14,"0,08",14,"1,19",24,"1,57",25,"1,36",30,"0,84",32,"0,87",11
1738333,AGMI,D4687,,,"4,03",20,"-0,10",11,"-0,54",30,"-0,73",34,"0,28",34,"1,12",14,"1,55",14,"1,48",23,"1,35",25,"-2,70",29,"0,36",32,"0,83",10
1966877,AGMI,D4937,,,"4,03",19,"-0,44",10,"0,32",31,"0,27",35,"0,08",20,"0,25",13,"0,52",13,"0,03",23,"0,58",24,"2,73",29,"-3,94",31,"3,90",10
1967539,AGMI,D6237,,,"4,03",21,"-0,38",11,"-0,30",31,"-0,23",35,"0,91",23,"-0,09",16,"-0,12",16,"0,13",25,"0,24",26,"1,72",31,"1,55",32,"2,64",12
319319,AGMI,B6588,B6588,,"4,02",16,"-0,05",10,"0,02",10,"-0,09",9,"-0,54",34,"0,62",14,"1,01",14,"1,99",19,"2,93",20,"1,49",26,"0,22",27,"0,86",10
622836,AGMI,C211,,,"4,02",10,"-0,10",2,"-0,16",23,"-0,14",29,"-0,77",26,"0,15",4,"0,22",4,"2,24",14,"3,51",15,"4,90",20,"5,01",23,"0,94",2
999178,AGMI,C5239,,,"4,02",9,"0,05",1,"-0,20",23,"-0,28",28,"-0,45",25,"1,71",3,"2,26",3,"3,31",11,"4,81",12,"8,16",18,"6,56",20,"0,14",1
999233,AGMI,C5458,,,"4,02",18,"0,08",10,"0,04",14,"0,16",13,"-0,59",33,"2,47",15,"3,42",15,"0,05",22,"0,86",23,"-1,23",27,"0,46",30,"3,93",11
1203927,AGMI,C6230,,,"4,02",9,"-0,27",4,"-0,07",24,"0,08",4,"0,65",27,"0,76",6,"0,98",6,"0,91",14,"1,77",15,"3,11",20,"2,65",14,"1,63",5
1204188,AGMI,C6523,,,"4,02",15,"-0,47",8,"0,42",13,"0,89",13,"-0,53",33,"1,55",13,"2,15",13,"0,12",21,"0,70",23,"2,14",23,"1,80",23,"3,25",8
1204953,AGMI,C7445,,,"4,02",14,"-0,10",9,"0,35",11,"0,24",11,"1,68",33,"0,92",12,"0,93",12,"1,21",20,"1,00",20,"1,19",21,"0,01",21,"3,33",9
1205340,AGMI,C7877,,,"4,02",7,"0,06",3,"0,20",4,"0,06",4,"2,28",26,"1,35",5,"1,95",5,"2,34",12,"3,23",13,"8,75",12,"9,25",12,"0,02",3
1562198,AGMI,D1465,,,"4,02",16,"-0,36",11,"0,09",14,"0,16",13,"0,08",19,"-1,08",13,"-1,48",13,"1,01",22,"1,56",23,"-1,36",24,"-0,64",24,"1,83",10
1562621,AGMI,D1889,,,"4,02",17,"-0,17",9,"-0,09",17,"-0,15",17,"-0,34",21,"0,36",14,"0,40",14,"1,63",23,"2,14",24,"3,09",25,"2,75",26,"1,13",9
1967288,AGMI,D5755,,,"4,02",16,"-0,23",10,"-0,13",14,"0,00",14,"-0,19",20,"0,60",14,"0,88",14,"2,00",22,"2,84",24,"5,56",25,"6,18",25,"1,68",10
3384782,AGMI,F3485,,,"4,02",18,"-0,13",7,"0,34",17,"0,31",17,"-0,29",35,"-0,19",11,"-0,13",11,"-1,52",24,"-1,74",26,"0,36",31,"4,39",33,"2,44",6
3402988,AGMI,F3297,,,"4,02",5,"-0,28",2,"0,21",5,"0,30",6,"0,36",8,"0,75",4,"1,03",4,"1,54",6,"2,52",6,"10,90",20,"4,70",7,"2,96",3
3664389,AGMI,F3577,,,"4,02",9,"-0,11",3,"0,14",6,"0,11",7,"-0,41",27,"0,59",5,"0,88",5,"0,85",6,"1,37",7,"6,46",20,"4,69",22,"0,91",3
4230974,AGMI,F7374,,,"4,02",11,"-0,09",3,"-0,05",6,"-0,14",6,"-0,51",27,"0,34",5,"0,45",5,"1,16",15,"1,15",16,"3,77",21,"2,47",24,"1,31",3
4231067,AGMI,F7722,,,"4,02",18,"-0,19",6,"0,10",32,"-0,19",36,"1,61",34,"-0,28",10,"-0,21",9,"0,99",24,"0,66",25,"0,13",30,"-2,79",32,"3,82",7
4529329,AGMI,F8559,,,"4,02",9,"-0,21",2,"-0,02",4,"0,07",4,"-0,61",28,"0,05",5,"0,18",5,"0,02",6,"0,19",6,"0,68",7,"6,39",23,"2,06",3
4526958,AGMI,F9401,,,"4,02",11,"-0,38",4,"0,54",25,"0,81",29,"0,11",27,"0,16",5,"0,42",5,"0,53",6,"1,09",7,"3,85",21,"3,78",24,"1,83",4
4527168,AGMI,F9060,,,"4,02",9,"-0,17",3,"0,28",5,"0,35",5,"0,91",28,"0,94",5,"1,35",5,"0,61",6,"0,87",6,"6,33",21,"2,34",23,"1,71",3
5075407,AGMI,G3765,,,"4,02",10,"-0,47",3,"0,26",5,"0,18",5,"-0,36",27,"0,10",4,"0,17",4,"1,08",14,"2,14",15,"2,68",20,"2,10",22,"1,47",2
2276875,AGMI,D8067,,,"4,02",11,"0,30",3,"-0,03",5,"-0,04",3,"0,50",27,"0,18",5,"0,35",5,"1,60",14,"2,25",15,"2,17",21,"3,76",24,"-0,46",3
2386619,AGMI,E1264,,,"4,02",9,"-0,22",4,"0,22",7,"0,29",7,"0,14",9,"0,62",6,"0,93",6,"0,83",15,"1,53",16,"2,41",15,"3,53",15,"1,44",4
2483859,AGMI,E1405,,,"4,02",16,"-0,49",7,"-0,30",31,"-0,22",16,"1,35",34,"1,03",11,"1,34",10,"2,42",22,"3,14",23,"3,61",29,"1,86",30,"2,61",5
2634489,AGMI,E2257,,,"4,02",11,"-0,21",4,"-0,07",6,"0,09",6,"-0,55",28,"0,63",5,"0,82",5,"0,73",14,"1,30",15,"-1,73",20,"2,71",24,"0,75",4
2632792,AGMI,E3562,,,"4,02",17,"0,16",7,"-0,11",30,"0,03",34,"0,26",34,"2,42",11,"3,28",11,"0,14",21,"0,41",23,"-4,67",28,"-1,57",31,"4,68",6
2802437,AGMI,E4755,,,"4,02",17,"-0,13",6,"0,03",17,"0,28",19,"-1,17",35,"1,14",11,"1,55",11,"-0,79",22,"-0,94",24,"-1,47",29,"0,22",32,"2,78",7
2804519,AGMI,E5182,,,"4,02",11,"-0,36",3,"0,37",6,"0,37",6,"-0,68",28,"0,27",5,"0,41",5,"0,87",14,"1,79",15,"4,50",21,"4,36",23,"0,86",3
2921529,AGMI,E7272,,,"4,02",12,"-0,08",4,"0,07",24,"0,18",29,"1,14",27,"0,28",5,"0,44",5,"1,59",14,"2,46",15,"4,18",21,"1,89",23,"-0,07",4
3056796,AGMI,E7984,,,"4,02",16,"-0,19",6,"-0,06",31,"-0,04",35,"0,42",35,"1,45",10,"2,14",10,"0,30",15,"0,70",16,"5,88",29,"1,65",31,"3,22",6
3085744,AGMI,E9389,,,"4,02",12,"-0,37",5,"0,21",25,"0,17",30,"1,01",12,"0,56",4,"0,77",4,"1,56",14,"2,65",15,"3,20",21,"5,08",23,"2,27",4
